6307 BIO10 2
30048 73 CHIM02
30049 42 IINF05
30050 85 INGIND35
30051 17 MED18
30052 56 FIS01
30053 86 MAT01
30054 69 MED18
30055 57 CHIM02
30056 51 CHIM02
30057 45 INF01
30058 24 MAT01
30059 2 MED18
30060 4 IINF04
30061 99 MAT01
30062 93 CHIM02
30063 68 IINF04
30064 33 IINF05
30065 27 AGR03
30066 98 IINF04
30067 51 MAT01
30068 76 MAT01
30069 2 AGR03
30070 60 IINF05
30071 95 IINF04
30072 61 MAT01
30073 22 INF01
30074 20 IINF04
30075 87 FIS01
30076 99 MAT01
30077 23 AGR03
30078 31 MED18
30079 4 IINF05
30080 29 MED18
30081 43 AGR03
30082 97 BIO10
30083 28 BIO10
30084 29 MED18
30085 11 CHIM02
30086 48 IINF05
30087 3 MAT01
30088 59 AGR03
30089 25 MAT01
30090 13 IINF04
30091 52 BIO10
30092 54 CHIM02
30093 66 INGIND35
30094 44 MED18
30095 29 CHIM02
30096 46 INGIND35
30097 86 IINF05
30098 20 MED18
30099 13 INF01
30100 1 IINF05
30101 35 INGIND35
30102 25 IINF05
30103 20 INF01
30104 91 AGR03
30105 18 INF01
30106 17 FIS01
30107 45 MED18
30108 100 IINF05
30109 98 INGIND35
30110 62 AGR03
30111 99 INGIND35
30112 4 FIS01
30113 10 BIO10
30114 64 AGR03
30115 39 BIO10
30116 83 CHIM02
30117 85 AGR03
30118 25 BIO10
30119 14 INGIND35
30120 33 AGR03
30121 3 CHIM02
30122 40 MED18
30123 46 IINF04
30124 92 INGIND35
30125 61 IINF04
30126 55 IINF05
30127 51 IINF04
30128 81 INGIND35
30129 90 MAT01
30130 21 CHIM02
30131 88 INGIND35
30132 96 MAT01
30133 51 MED18
30134 85 AGR03
30135 40 INGIND35
30136 75 INGIND35
30137 72 INF01
30138 36 IINF05
30139 96 INGIND35
30140 57 INGIND35
30141 29 MAT01
30142 42 CHIM02
30143 90 MED18
30144 65 INF01
30145 52 IINF05
30146 64 IINF05
30147 95 IINF05
30148 37 IINF05
30149 74 CHIM02
30150 89 INF01
30151 93 BIO10
30152 70 FIS01
30153 78 AGR03
30154 23 BIO10
30155 83 INF01
30156 27 BIO10
30157 46 MAT01
30158 58 AGR03
30159 51 BIO10
30160 12 BIO10
30161 100 INF01
30162 21 IINF04
30163 100 AGR03
30164 50 CHIM02
30165 70 CHIM02
30166 1 CHIM02
30167 14 MED18
30168 9 IINF04
30169 33 MAT01
30170 84 MED18
30171 81 INGIND35
30172 61 IINF05
30173 82 INGIND35
30174 26 INF01
30175 97 MED18
30176 39 AGR03
30177 50 INF01
30178 45 IINF04
30179 44 FIS01
30180 74 CHIM02
30181 64 INGIND35
30182 83 IINF05
30183 37 MAT01
30184 65 IINF04
30185 2 INF01
30186 60 BIO10
30187 66 CHIM02
30188 78 FIS01
30189 1 IINF04
30190 31 IINF04
30191 61 MAT01
30192 52 IINF05
30193 6 INGIND35
30194 39 MAT01
30195 35 FIS01
30196 67 AGR03
30197 73 INF01
30198 3 IINF04
30199 7 INGIND35
30200 83 FIS01
30201 49 MAT01
30202 100 INGIND35
30203 84 MED18
30204 86 BIO10
30205 41 IINF04
30206 83 MAT01
30207 68 IINF05
30208 89 INGIND35
30209 9 AGR03
30210 78 CHIM02
30211 95 FIS01
30212 16 IINF05
30213 54 CHIM02
30214 8 INF01
30215 46 IINF04
30216 4 AGR03
30217 27 MAT01
30218 22 AGR03
30219 77 CHIM02
30220 4 MED18
30221 33 IINF04
30222 94 AGR03
30223 93 MAT01
30224 14 MAT01
30225 11 MAT01
30226 88 MAT01
30227 90 FIS01
30228 25 MAT01
30229 49 BIO10
30230 49 MAT01
30231 51 FIS01
30232 45 IINF04
30233 47 INGIND35
30234 47 IINF04
30235 53 MAT01
30236 63 INGIND35
30237 73 INGIND35
30238 85 IINF04
30239 58 IINF04
30240 25 INGIND35
30241 27 INGIND35
30242 50 IINF05
30243 7 FIS01
30244 63 CHIM02
30245 76 IINF04
30246 20 AGR03
30247 9 INF01
30248 61 MED18
30249 33 AGR03
30250 42 MAT01
30251 100 INF01
30252 29 FIS01
30253 53 BIO10
30254 60 CHIM02
30255 82 IINF04
30256 4 MED18
30257 21 IINF05
30258 42 INGIND35
30259 27 FIS01
30260 5 IINF04
30261 22 MED18
30262 89 AGR03
30263 8 FIS01
30264 61 CHIM02
30265 17 INF01
30266 21 BIO10
30267 26 AGR03
30268 33 IINF05
30269 23 IINF05
30270 76 AGR03
30271 100 IINF04
30272 65 IINF05
30273 81 IINF05
30274 32 INGIND35
30275 67 FIS01
30276 11 INF01
30277 82 CHIM02
30278 72 IINF04
30279 46 MED18
30280 49 CHIM02
30281 13 MED18
30282 65 MAT01
30283 93 BIO10
30284 28 MAT01
30285 89 INF01
30286 15 CHIM02
30287 79 AGR03
30288 34 MAT01
30289 78 INGIND35
30290 57 IINF05
30291 70 INF01
30292 79 IINF05
30293 62 FIS01
30294 55 BIO10
30295 30 MAT01
30296 30 MED18
30297 32 MAT01
30298 97 AGR03
30299 12 FIS01
30300 9 CHIM02
30301 85 BIO10
30302 73 CHIM02
30303 14 BIO10
30304 42 MED18
30305 25 IINF04
30306 40 BIO10
30307 94 BIO10
30308 27 IINF04
30309 50 AGR03
30310 89 IINF04
30311 15 FIS01
30312 25 INF01
30313 100 INF01
30314 25 FIS01
30315 18 BIO10
30316 85 INF01
30317 63 INF01
30318 65 IINF04
30319 95 INF01
30320 52 MED18
30321 28 MED18
30322 24 CHIM02
30323 29 IINF04
30324 100 BIO10
30325 33 FIS01
30326 56 AGR03
30327 88 MAT01
30328 72 CHIM02
30329 62 FIS01
30330 22 BIO10
30331 24 IINF04
30332 64 INGIND35
30333 60 INGIND35
30334 39 BIO10
30335 62 INGIND35
30336 99 INGIND35
30337 16 INF01
30338 63 IINF04
30339 63 INGIND35
30340 78 MAT01
30341 39 MAT01
30342 76 MAT01
30343 91 IINF04
30344 5 CHIM02
30345 99 AGR03
30346 66 MED18
30347 84 INF01
30348 16 BIO10
30349 74 BIO10
30350 39 MED18
30351 40 IINF05
30352 16 FIS01
30353 66 MAT01
30354 53 AGR03
30355 23 AGR03
30356 64 FIS01
30357 38 INF01
30358 51 FIS01
30359 97 AGR03
30360 3 IINF05
30361 32 FIS01
30362 48 INF01
30363 10 IINF04
30364 55 INGIND35
30365 32 MED18
30366 50 BIO10
30367 45 IINF04
30368 18 IINF04
30369 28 AGR03
30370 73 BIO10
30371 16 INF01
30372 23 FIS01
30373 93 CHIM02
30374 82 INF01
30375 88 BIO10
30376 59 MAT01
30377 28 MAT01
30378 53 INF01
30379 45 INF01
30380 75 INF01
30381 41 FIS01
30382 100 MED18
30383 69 INF01
30384 9 AGR03
30385 93 INGIND35
30386 97 INGIND35
30387 19 MED18
30388 61 IINF05
30389 70 INGIND35
30390 77 MAT01
30391 13 BIO10
30392 47 IINF04
30393 21 MED18
30394 81 IINF04
30395 66 INF01
30396 11 IINF04
30397 64 MED18
30398 19 AGR03
30399 16 INGIND35
30400 70 INGIND35
30401 44 FIS01
30402 59 IINF04
30403 22 BIO10
30404 21 MAT01
30405 40 BIO10
30406 22 IINF05
30407 60 FIS01
30408 79 MAT01
30409 79 BIO10
30410 24 INGIND35
30411 5 MAT01
30412 14 MED18
30413 12 CHIM02
30414 84 CHIM02
30415 20 MAT01
30416 28 CHIM02
30417 3 FIS01
30418 82 CHIM02
30419 39 BIO10
30420 26 BIO10
30421 92 FIS01
30422 96 MAT01
30423 61 MED18
30424 23 MAT01
30425 63 IINF05
30426 20 INF01
30427 85 MAT01
30428 54 MED18
30429 19 IINF05
30430 70 FIS01
30431 18 IINF04
30432 97 IINF05
30433 27 MAT01
30434 59 AGR03
30435 59 MAT01
30436 41 MAT01
30437 61 INF01
30438 89 AGR03
30439 84 IINF05
30440 59 CHIM02
30441 44 AGR03
30442 19 CHIM02
30443 35 CHIM02
30444 78 MED18
30445 84 BIO10
30446 75 CHIM02
30447 12 FIS01
30448 58 BIO10
30449 39 BIO10
30450 85 INF01
30451 60 BIO10
30452 15 INGIND35
30453 77 FIS01
30454 4 AGR03
30455 81 INGIND35
30456 51 MAT01
30457 29 FIS01
30458 57 AGR03
30459 22 INF01
30460 36 AGR03
30461 25 CHIM02
30462 17 IINF05
30463 19 MED18
30464 89 FIS01
30465 29 INF01
30466 2 BIO10
30467 74 MAT01
30468 51 AGR03
30469 4 IINF05
30470 63 AGR03
30471 10 IINF04
30472 92 FIS01
30473 98 INGIND35
30474 27 MAT01
30475 24 CHIM02
30476 98 INGIND35
30477 100 IINF05
30478 86 IINF04
30479 7 CHIM02
30480 59 IINF04
30481 14 MED18
30482 77 FIS01
30483 83 MED18
30484 9 IINF05
30485 10 MAT01
30486 12 INGIND35
30487 98 CHIM02
30488 89 FIS01
30489 78 FIS01
30490 1 INGIND35
30491 63 BIO10
30492 86 AGR03
30493 1 INGIND35
30494 50 MAT01
30495 95 MAT01
30496 7 IINF05
30497 98 IINF05
30498 2 BIO10
30499 72 AGR03
30500 42 CHIM02
30501 94 FIS01
30502 84 MAT01
30503 11 INGIND35
30504 11 IINF05
30505 1 MAT01
30506 86 MAT01
30507 13 IINF05
30508 35 FIS01
30509 3 INF01
30510 88 MED18
30511 95 INF01
30512 11 AGR03
30513 68 INGIND35
30514 92 INGIND35
30515 87 FIS01
30516 3 INF01
30517 99 INGIND35
30518 30 AGR03
30519 84 AGR03
30520 53 MAT01
30521 66 CHIM02
30522 17 IINF04
30523 68 IINF05
30524 63 AGR03
30525 86 INGIND35
30526 90 CHIM02
30527 72 IINF04
30528 25 CHIM02
30529 14 AGR03
30530 84 AGR03
30531 22 AGR03
30532 9 CHIM02
30533 38 CHIM02
30534 56 FIS01
30535 11 IINF04
30536 71 BIO10
30537 37 INGIND35
30538 85 CHIM02
30539 17 MED18
30540 30 CHIM02
30541 16 IINF04
30542 67 IINF05
30543 94 MAT01
30544 33 MED18
30545 16 IINF04
30546 78 INF01
30547 2 MED18
30548 42 MAT01
30549 14 IINF05
30550 36 CHIM02
30551 56 FIS01
30552 54 MED18
30553 92 CHIM02
30554 41 IINF04
30555 51 AGR03
30556 70 FIS01
30557 8 IINF04
30558 24 INGIND35
30559 89 FIS01
30560 92 CHIM02
30561 99 INGIND35
30562 87 INGIND35
30563 24 IINF05
30564 25 IINF04
30565 10 MAT01
30566 75 IINF04
30567 28 CHIM02
30568 33 INF01
30569 22 BIO10
30570 23 IINF04
30571 86 MAT01
30572 39 MED18
30573 82 IINF05
30574 61 AGR03
30575 27 IINF05
30576 85 MAT01
30577 59 MAT01
30578 48 IINF05
30579 72 AGR03
30580 74 BIO10
30581 5 FIS01
30582 5 IINF05
30583 51 IINF04
30584 94 INF01
30585 53 INF01
30586 78 INF01
30587 75 FIS01
30588 66 MAT01
30589 80 MAT01
30590 45 AGR03
30591 100 MAT01
30592 69 MED18
30593 59 CHIM02
30594 52 MED18
30595 33 BIO10
30596 63 AGR03
30597 11 MED18
30598 69 INGIND35
30599 64 IINF05
30600 38 INGIND35
30601 36 IINF04
30602 25 INF01
30603 12 IINF05
30604 88 IINF05
30605 90 CHIM02
30606 7 MED18
30607 64 MAT01
30608 77 IINF05
30609 26 AGR03
30610 24 IINF04
30611 30 FIS01
30612 89 INF01
30613 74 CHIM02
30614 91 AGR03
30615 14 AGR03
30616 91 MAT01
30617 62 INGIND35
30618 14 BIO10
30619 96 CHIM02
30620 92 INGIND35
30621 37 BIO10
30622 55 AGR03
30623 47 FIS01
30624 1 IINF04
30625 97 MAT01
30626 85 BIO10
30627 6 IINF05
30628 30 INF01
30629 55 INGIND35
30630 80 CHIM02
30631 65 MED18
30632 80 FIS01
30633 3 IINF04
30634 48 IINF04
30635 11 BIO10
30636 36 CHIM02
30637 13 IINF04
30638 13 BIO10
30639 70 CHIM02
30640 2 MED18
30641 43 IINF05
30642 17 BIO10
30643 44 IINF05
30644 67 IINF05
30645 90 MAT01
30646 54 BIO10
30647 16 IINF05
30648 99 AGR03
30649 21 IINF05
30650 44 INGIND35
30651 81 IINF04
30652 48 MAT01
30653 11 FIS01
30654 70 BIO10
30655 29 CHIM02
30656 70 IINF05
30657 9 INF01
30658 75 MAT01
30659 2 AGR03
30660 26 MAT01
30661 33 MED18
30662 14 INF01
30663 27 MAT01
30664 35 INF01
30665 58 MED18
30666 77 IINF04
30667 45 MAT01
30668 98 IINF04
30669 2 CHIM02
30670 8 CHIM02
30671 7 IINF05
30672 92 MAT01
30673 19 BIO10
30674 24 MAT01
30675 41 CHIM02
30676 19 INGIND35
30677 15 CHIM02
30678 55 CHIM02
30679 91 MAT01
30680 81 MED18
30681 86 MED18
30682 7 AGR03
30683 88 MED18
30684 21 MED18
30685 83 BIO10
30686 56 MAT01
30687 5 IINF04
30688 59 IINF04
30689 43 BIO10
30690 62 BIO10
30691 5 INGIND35
30692 73 CHIM02
30693 1 FIS01
30694 30 AGR03
30695 43 INGIND35
30696 28 CHIM02
30697 27 MED18
30698 81 INF01
30699 28 BIO10
30700 16 FIS01
30701 53 MAT01
30702 28 INF01
30703 30 AGR03
30704 2 IINF05
30705 16 IINF05
30706 15 MAT01
30707 9 IINF05
30708 84 INF01
30709 42 IINF05
30710 40 INF01
30711 50 MED18
30712 61 MED18
30713 26 AGR03
30714 90 AGR03
30715 51 MAT01
30716 91 IINF04
30717 57 IINF04
30718 38 IINF04
30719 54 AGR03
30720 67 BIO10
30721 10 BIO10
30722 2 IINF04
30723 23 INF01
30724 72 MAT01
30725 56 INF01
30726 45 CHIM02
30727 67 CHIM02
30728 84 AGR03
30729 89 IINF04
30730 6 IINF04
30731 25 AGR03
30732 88 INF01
30733 44 BIO10
30734 25 CHIM02
30735 52 FIS01
30736 71 MAT01
30737 29 IINF04
30738 97 MAT01
30739 23 AGR03
30740 25 BIO10
30741 52 IINF05
30742 92 MAT01
30743 29 FIS01
30744 1 BIO10
30745 77 INGIND35
30746 15 BIO10
30747 53 MAT01
30748 79 CHIM02
30749 61 AGR03
30750 33 INGIND35
30751 75 IINF04
30752 54 INF01
30753 10 INGIND35
30754 52 MED18
30755 81 MED18
30756 50 MED18
30757 16 IINF05
30758 76 BIO10
30759 31 BIO10
30760 35 AGR03
30761 98 IINF04
30762 76 FIS01
30763 78 BIO10
30764 16 AGR03
30765 36 BIO10
30766 48 IINF04
30767 47 FIS01
30768 26 MAT01
30769 87 MED18
30770 26 INF01
30771 44 MAT01
30772 97 MAT01
30773 35 MED18
30774 89 IINF05
30775 91 MED18
30776 41 CHIM02
30777 51 AGR03
30778 47 MED18
30779 90 CHIM02
30780 38 BIO10
30781 44 MAT01
30782 95 INF01
30783 86 MED18
30784 83 INGIND35
30785 38 FIS01
30786 60 IINF04
30787 80 CHIM02
30788 13 AGR03
30789 61 INGIND35
30790 80 CHIM02
30791 38 INGIND35
30792 38 FIS01
30793 42 BIO10
30794 77 MAT01
30795 92 IINF05
30796 59 MAT01
30797 38 MAT01
30798 2 AGR03
30799 51 MAT01
30800 85 MED18
30801 87 AGR03
30802 25 BIO10
30803 59 FIS01
30804 79 AGR03
30805 25 MED18
30806 32 BIO10
30807 51 FIS01
30808 25 MED18
30809 4 INGIND35
30810 47 CHIM02
30811 32 INGIND35
30812 67 AGR03
30813 36 CHIM02
30814 29 AGR03
30815 58 BIO10
30816 49 INGIND35
30817 94 IINF04
30818 59 INGIND35
30819 23 MAT01
30820 38 INF01
30821 45 FIS01
30822 57 INGIND35
30823 79 FIS01
30824 59 INGIND35
30825 25 FIS01
30826 91 IINF05
30827 84 AGR03
30828 68 IINF04
30829 2 AGR03
30830 42 INF01
30831 90 INGIND35
30832 61 BIO10
30833 94 IINF05
30834 40 INGIND35
30835 8 MAT01
30836 81 MED18
30837 97 FIS01
30838 96 BIO10
30839 40 INGIND35
30840 69 INF01
30841 77 CHIM02
30842 21 CHIM02
30843 32 INF01
30844 93 IINF04
30845 79 IINF04
30846 15 AGR03
30847 35 AGR03
30848 34 MED18
30849 83 FIS01
30850 23 FIS01
30851 100 CHIM02
30852 60 MAT01
30853 69 INGIND35
30854 48 CHIM02
30855 77 AGR03
30856 45 MED18
30857 45 INGIND35
30858 99 AGR03
30859 66 MED18
30860 81 IINF05
30861 42 IINF05
30862 99 BIO10
30863 27 FIS01
30864 10 MED18
30865 62 AGR03
30866 59 MAT01
30867 59 MAT01
30868 89 INF01
30869 94 AGR03
30870 100 BIO10
30871 36 INGIND35
30872 94 MED18
30873 91 INF01
30874 25 IINF04
30875 83 AGR03
30876 38 IINF05
30877 87 INF01
30878 60 IINF05
30879 37 IINF05
30880 68 CHIM02
30881 90 MAT01
30882 93 CHIM02
30883 33 IINF04
30884 80 INF01
30885 78 INGIND35
30886 58 FIS01
30887 38 FIS01
30888 20 MAT01
30889 18 CHIM02
30890 87 INGIND35
30891 29 MED18
30892 63 CHIM02
30893 91 MAT01
30894 65 MED18
30895 7 IINF04
30896 58 INGIND35
30897 1 CHIM02
30898 90 IINF05
30899 84 AGR03
30900 84 BIO10
30901 7 IINF04
30902 18 MED18
30903 15 IINF04
30904 51 MED18
30905 53 FIS01
30906 3 MAT01
30907 94 IINF05
30908 25 INF01
30909 52 INGIND35
30910 94 IINF04
30911 70 BIO10
30912 51 INGIND35
30913 23 AGR03
30914 79 MAT01
30915 74 MED18
30916 60 INF01
30917 7 CHIM02
30918 35 IINF05
30919 39 INF01
30920 88 BIO10
30921 91 AGR03
30922 13 MAT01
30923 80 FIS01
30924 44 IINF04
30925 89 BIO10
30926 10 BIO10
30927 35 MAT01
30928 99 INF01
30929 70 MAT01
30930 18 AGR03
30931 86 MAT01
30932 50 FIS01
30933 52 MAT01
30934 100 CHIM02
30935 6 MAT01
30936 70 IINF05
30937 77 IINF05
30938 27 IINF05
30939 86 FIS01
30940 30 IINF04
30941 33 CHIM02
30942 25 IINF04
30943 95 CHIM02
30944 33 MAT01
30945 27 INF01
30946 6 INGIND35
30947 46 MED18
30948 41 AGR03
30949 32 AGR03
30950 74 MED18
30951 51 CHIM02
30952 80 MAT01
30953 49 IINF05
30954 85 AGR03
30955 74 IINF04
30956 44 FIS01
30957 74 IINF04
30958 60 AGR03
30959 68 BIO10
30960 88 FIS01
30961 25 MAT01
30962 75 IINF04
30963 97 CHIM02
30964 97 IINF05
30965 9 FIS01
30966 21 INGIND35
30967 16 MED18
30968 67 BIO10
30969 33 CHIM02
30970 50 CHIM02
30971 56 MAT01
30972 88 CHIM02
30973 76 BIO10
30974 90 IINF04
30975 8 CHIM02
30976 3 FIS01
30977 25 CHIM02
30978 46 MED18
30979 82 INF01
30980 45 CHIM02
30981 94 MAT01
30982 79 AGR03
30983 65 MED18
30984 73 AGR03
30985 14 IINF05
30986 32 INF01
30987 10 INF01
30988 94 AGR03
30989 15 MAT01
30990 99 IINF04
30991 2 MAT01
30992 52 MAT01
30993 96 CHIM02
30994 89 FIS01
30995 4 IINF04
30996 51 INF01
30997 90 INGIND35
30998 4 MED18
30999 11 IINF04
31000 33 FIS01
31001 46 IINF04
31002 43 BIO10
31003 96 INGIND35
31004 30 CHIM02
31005 56 CHIM02
31006 67 INGIND35
31007 25 INF01
31008 31 BIO10
31009 78 INGIND35
31010 25 AGR03
31011 39 FIS01
31012 27 CHIM02
31013 56 BIO10
31014 74 CHIM02
31015 25 MAT01
31016 46 INF01
31017 84 CHIM02
31018 56 CHIM02
31019 89 INF01
31020 9 INF01
31021 30 MAT01
31022 94 INGIND35
31023 18 BIO10
31024 84 INGIND35
31025 18 FIS01
31026 90 MAT01
31027 95 FIS01
31028 1 IINF05
31029 100 IINF05
31030 91 CHIM02
31031 14 FIS01
31032 96 INGIND35
31033 13 IINF04
31034 75 INGIND35
31035 38 MAT01
31036 47 FIS01
31037 61 MAT01
31038 29 FIS01
31039 49 MAT01
31040 42 MAT01
31041 16 AGR03
31042 31 IINF05
31043 86 IINF04
31044 55 IINF04
31045 30 INF01
31046 38 AGR03
31047 70 BIO10
31048 42 CHIM02
31049 88 IINF04
31050 55 AGR03
31051 76 IINF05
31052 92 MAT01
31053 95 FIS01
31054 7 CHIM02
31055 100 AGR03
31056 18 INGIND35
31057 65 BIO10
31058 24 IINF05
31059 34 CHIM02
31060 93 BIO10
31061 21 BIO10
31062 42 AGR03
31063 85 INF01
31064 68 AGR03
31065 89 CHIM02
31066 21 INF01
31067 36 BIO10
31068 24 AGR03
31069 81 IINF04
31070 59 AGR03
31071 6 IINF05
31072 62 MAT01
31073 14 IINF05
31074 83 AGR03
31075 10 FIS01
31076 30 IINF04
31077 1 CHIM02
31078 91 IINF04
31079 66 INF01
31080 49 INGIND35
31081 71 BIO10
31082 92 MAT01
31083 89 FIS01
31084 32 IINF05
31085 75 INF01
31086 95 INGIND35
31087 86 AGR03
31088 52 MAT01
31089 29 INGIND35
31090 48 AGR03
31091 76 INF01
31092 10 BIO10
31093 61 IINF04
31094 100 MAT01
31095 23 BIO10
31096 75 IINF05
31097 68 MED18
31098 52 BIO10
31099 85 IINF05
31100 75 MED18
31101 15 IINF04
31102 19 CHIM02
31103 50 IINF04
31104 45 MAT01
31105 84 MAT01
31106 37 FIS01
31107 27 CHIM02
31108 9 IINF04
31109 61 MED18
31110 66 IINF05
31111 29 IINF05
31112 54 MED18
31113 5 AGR03
31114 15 MAT01
31115 82 AGR03
31116 46 MED18
31117 83 IINF05
31118 7 MED18
31119 86 INF01
31120 32 AGR03
31121 12 MED18
31122 82 INF01
31123 17 INGIND35
31124 69 MAT01
31125 28 MAT01
31126 46 IINF04
31127 59 CHIM02
31128 84 IINF04
31129 69 IINF05
31130 7 AGR03
31131 97 IINF05
31132 77 INGIND35
31133 58 FIS01
31134 8 INGIND35
31135 10 BIO10
31136 20 MED18
31137 34 INGIND35
31138 94 IINF05
31139 20 FIS01
31140 68 CHIM02
31141 59 INF01
31142 23 AGR03
31143 28 FIS01
31144 4 INGIND35
31145 53 AGR03
31146 48 IINF04
31147 46 MED18
31148 55 INGIND35
31149 46 INGIND35
31150 72 INF01
31151 24 AGR03
31152 59 MED18
31153 38 BIO10
31154 15 IINF05
31155 44 CHIM02
31156 42 AGR03
31157 41 AGR03
31158 74 IINF05
31159 9 FIS01
31160 15 IINF04
31161 34 INF01
31162 75 AGR03
31163 6 INF01
31164 97 INGIND35
31165 10 BIO10
31166 26 CHIM02
31167 52 MAT01
31168 42 FIS01
31169 8 IINF04
31170 69 INF01
31171 59 FIS01
31172 33 BIO10
31173 14 IINF05
31174 95 INF01
31175 54 INGIND35
31176 57 BIO10
31177 89 INF01
31178 89 INF01
31179 87 BIO10
31180 100 IINF05
31181 74 IINF04
31182 18 FIS01
31183 77 MED18
31184 14 CHIM02
31185 53 CHIM02
31186 60 MAT01
31187 41 CHIM02
31188 61 BIO10
31189 9 AGR03
31190 62 MED18
31191 62 AGR03
31192 5 MED18
31193 63 MAT01
31194 63 FIS01
31195 14 INF01
31196 86 BIO10
31197 21 CHIM02
31198 17 IINF05
31199 98 MAT01
31200 40 BIO10
31201 79 INF01
31202 99 AGR03
31203 100 MED18
31204 43 CHIM02
31205 45 CHIM02
31206 68 INF01
31207 73 IINF04
31208 62 CHIM02
31209 36 FIS01
31210 53 CHIM02
31211 49 CHIM02
31212 69 IINF04
31213 94 INGIND35
31214 51 MAT01
31215 95 INGIND35
31216 65 BIO10
31217 75 FIS01
31218 78 IINF04
31219 27 AGR03
31220 41 INF01
31221 18 INF01
31222 23 IINF04
31223 21 INGIND35
31224 71 CHIM02
31225 56 INGIND35
31226 3 MAT01
31227 36 MED18
31228 26 AGR03
31229 37 CHIM02
31230 65 IINF05
31231 73 IINF05
31232 65 CHIM02
31233 83 MED18
31234 59 IINF04
31235 37 FIS01
31236 66 IINF05
31237 40 MED18
31238 55 MAT01
31239 76 INF01
31240 20 INGIND35
31241 44 INGIND35
31242 81 INGIND35
31243 89 FIS01
31244 39 FIS01
31245 7 MED18
31246 22 INGIND35
31247 30 IINF04
31248 47 IINF05
31249 46 INGIND35
31250 92 INF01
31251 55 IINF05
31252 41 INGIND35
31253 22 MAT01
31254 1 MAT01
31255 7 MED18
31256 97 INF01
31257 54 AGR03
31258 5 INGIND35
31259 93 FIS01
31260 5 AGR03
31261 17 CHIM02
31262 68 FIS01
31263 23 MAT01
31264 34 INGIND35
31265 90 IINF05
31266 31 IINF04
31267 57 MAT01
31268 79 MAT01
31269 31 AGR03
31270 19 IINF05
31271 72 AGR03
31272 9 INF01
31273 52 INGIND35
31274 80 INGIND35
31275 69 MED18
31276 12 MED18
31277 81 FIS01
31278 83 AGR03
31279 27 MED18
31280 84 IINF05
31281 73 MED18
31282 79 MED18
31283 88 MED18
31284 32 BIO10
31285 13 AGR03
31286 25 BIO10
31287 78 IINF04
31288 49 INGIND35
31289 93 CHIM02
31290 53 MED18
31291 83 IINF04
31292 7 INF01
31293 71 IINF04
31294 69 AGR03
31295 70 INGIND35
31296 69 INF01
31297 27 IINF04
31298 87 FIS01
31299 31 INGIND35
31300 88 BIO10
31301 16 BIO10
31302 74 AGR03
31303 5 MAT01
31304 19 FIS01
31305 27 IINF05
31306 46 FIS01
31307 60 INGIND35
31308 51 INGIND35
31309 24 MED18
31310 27 MAT01
31311 98 IINF05
31312 8 IINF04
31313 82 FIS01
31314 39 INGIND35
31315 88 CHIM02
31316 82 INGIND35
31317 59 MED18
31318 35 MAT01
31319 91 FIS01
31320 78 AGR03
31321 92 INGIND35
31322 71 FIS01
31323 19 MAT01
31324 85 INF01
31325 81 BIO10
31326 72 INF01
31327 28 AGR03
31328 98 CHIM02
31329 21 CHIM02
31330 43 IINF04
31331 40 BIO10
31332 55 IINF05
31333 33 INF01
31334 57 AGR03
31335 55 MAT01
31336 59 IINF04
31337 4 CHIM02
31338 58 IINF05
31339 83 AGR03
31340 47 FIS01
31341 90 IINF04
31342 39 BIO10
31343 53 CHIM02
31344 15 IINF05
31345 5 IINF05
31346 9 CHIM02
31347 75 IINF05
31348 27 IINF04
31349 63 BIO10
31350 94 BIO10
31351 40 BIO10
31352 29 MAT01
31353 59 MED18
31354 4 INGIND35
31355 2 AGR03
31356 18 FIS01
31357 47 INF01
31358 57 BIO10
31359 52 MAT01
31360 8 FIS01
31361 96 IINF04
31362 1 INF01
31363 72 AGR03
31364 40 AGR03
31365 49 MED18
31366 49 AGR03
31367 69 FIS01
31368 42 MED18
31369 76 AGR03
31370 98 MED18
31371 86 MED18
31372 52 INGIND35
31373 5 BIO10
31374 37 INF01
31375 14 INGIND35
31376 40 IINF05
31377 100 CHIM02
31378 9 IINF04
31379 32 INF01
31380 52 BIO10
31381 56 IINF05
31382 10 INF01
31383 43 IINF04
31384 85 CHIM02
31385 8 IINF05
31386 5 INF01
31387 88 MED18
31388 29 MED18
31389 44 BIO10
31390 88 MAT01
31391 96 IINF04
31392 32 IINF05
31393 4 MAT01
31394 66 BIO10
31395 28 INGIND35
31396 79 BIO10
31397 96 AGR03
31398 35 FIS01
31399 82 FIS01
31400 69 BIO10
31401 18 INGIND35
31402 18 MED18
31403 14 INF01
31404 81 AGR03
31405 92 INF01
31406 59 AGR03
31407 80 INGIND35
31408 94 CHIM02
31409 23 MED18
31410 85 INGIND35
31411 3 MAT01
31412 44 INF01
31413 10 INF01
31414 30 CHIM02
31415 63 FIS01
31416 86 CHIM02
31417 91 FIS01
31418 96 CHIM02
31419 8 IINF05
31420 55 IINF04
31421 71 AGR03
31422 66 FIS01
31423 78 AGR03
31424 49 INGIND35
31425 54 INGIND35
31426 49 IINF04
31427 44 MED18
31428 98 CHIM02
31429 67 BIO10
31430 12 MAT01
31431 45 INF01
31432 78 AGR03
31433 43 INGIND35
31434 39 MAT01
31435 31 INGIND35
31436 40 BIO10
31437 19 MED18
31438 65 CHIM02
31439 92 MAT01
31440 51 INF01
31441 13 INGIND35
31442 29 INGIND35
