5000 INGIND35 100
84241 57 INGIND35
84242 76 CHIM02
84243 68 IINF04
84244 56 FIS01
84245 82 CHIM02
84246 73 IINF04
84247 95 INF01
84248 40 MED18
84249 27 INGIND35
84250 18 AGR03
84251 9 INF01
84252 57 IINF04
84253 66 MED18
84254 35 MAT01
84255 45 AGR03
84256 12 IINF05
84257 83 MED18
84258 82 IINF05
84259 89 IINF04
84260 92 IINF05
84261 30 AGR03
84262 67 IINF05
84263 68 AGR03
84264 70 BIO10
84265 2 MAT01
84266 5 IINF05
84267 19 AGR03
84268 64 FIS01
84269 16 MAT01
84270 48 CHIM02
84271 19 MAT01
84272 15 IINF04
84273 40 IINF04
84274 46 INGIND35
84275 19 MED18
84276 29 CHIM02
84277 89 IINF05
84278 26 MAT01
84279 72 IINF04
84280 67 IINF04
84281 18 CHIM02
84282 75 AGR03
84283 60 IINF04
84284 84 INGIND35
84285 70 IINF04
84286 2 INGIND35
84287 33 IINF04
84288 14 MED18
84289 53 AGR03
84290 44 CHIM02
84291 72 MAT01
84292 95 BIO10
84293 4 AGR03
84294 95 AGR03
84295 50 BIO10
84296 29 FIS01
84297 94 BIO10
84298 53 INGIND35
84299 55 MAT01
84300 17 AGR03
84301 10 BIO10
84302 64 AGR03
84303 82 BIO10
84304 95 AGR03
84305 36 MED18
84306 37 FIS01
84307 67 CHIM02
84308 83 CHIM02
84309 76 AGR03
84310 38 CHIM02
84311 69 INF01
84312 86 INF01
84313 28 BIO10
84314 60 FIS01
84315 55 BIO10
84316 56 INF01
84317 23 MAT01
84318 34 INGIND35
84319 15 INF01
84320 4 MAT01
84321 59 IINF05
84322 7 INGIND35
84323 40 IINF04
84324 80 INGIND35
84325 56 MAT01
84326 17 MED18
84327 97 FIS01
84328 3 FIS01
84329 5 BIO10
84330 19 MAT01
84331 75 INF01
84332 95 INF01
84333 88 IINF04
84334 90 IINF04
84335 6 CHIM02
84336 27 BIO10
84337 79 BIO10
84338 66 AGR03
84339 55 INF01
84340 18 AGR03
84341 39 INGIND35
84342 61 IINF05
84343 2 MED18
84344 51 BIO10
84345 26 IINF04
84346 40 BIO10
84347 15 CHIM02
84348 91 MED18
84349 91 IINF05
84350 33 FIS01
84351 80 CHIM02
84352 99 CHIM02
84353 75 INF01
84354 5 FIS01
84355 76 MAT01
84356 28 MAT01
84357 90 MAT01
84358 30 IINF04
84359 45 INGIND35
84360 99 MAT01
84361 86 AGR03
84362 8 INF01
84363 91 INF01
84364 42 MAT01
84365 67 INGIND35
84366 85 IINF04
84367 9 MAT01
84368 56 INGIND35
84369 25 MAT01
84370 40 BIO10
84371 76 IINF05
84372 64 MED18
84373 1 AGR03
84374 60 MED18
84375 32 INF01
84376 8 AGR03
84377 82 MED18
84378 20 MED18
84379 49 CHIM02
84380 88 MED18
84381 14 FIS01
84382 65 IINF04
84383 35 IINF04
84384 76 IINF04
84385 99 INGIND35
84386 76 INF01
84387 28 CHIM02
84388 26 IINF04
84389 36 INGIND35
84390 71 AGR03
84391 46 FIS01
84392 45 FIS01
84393 87 IINF04
84394 52 AGR03
84395 58 BIO10
84396 46 IINF04
84397 14 AGR03
84398 86 INGIND35
84399 82 FIS01
84400 61 MED18
84401 23 MAT01
84402 75 MED18
84403 69 BIO10
84404 71 CHIM02
84405 90 MAT01
84406 66 FIS01
84407 61 AGR03
84408 46 AGR03
84409 36 BIO10
84410 48 INGIND35
84411 38 MED18
84412 87 MED18
84413 11 INGIND35
84414 58 MAT01
84415 99 MED18
84416 33 IINF04
84417 87 MED18
84418 99 INF01
84419 45 INGIND35
84420 33 INGIND35
84421 66 CHIM02
84422 77 IINF04
84423 31 INF01
84424 50 CHIM02
84425 43 MED18
84426 2 FIS01
84427 57 CHIM02
84428 72 BIO10
84429 55 IINF04
84430 96 MED18
84431 20 IINF05
84432 65 CHIM02
84433 64 MAT01
84434 33 MAT01
84435 71 IINF05
84436 16 BIO10
84437 64 CHIM02
84438 27 BIO10
84439 87 AGR03
84440 1 INGIND35
84441 12 IINF05
84442 44 MED18
84443 67 IINF04
84444 91 INGIND35
84445 78 INGIND35
84446 89 IINF04
84447 42 MAT01
84448 16 BIO10
84449 60 BIO10
84450 84 MED18
84451 29 IINF04
84452 37 FIS01
84453 74 AGR03
84454 74 MED18
84455 90 INF01
84456 78 BIO10
84457 8 BIO10
84458 48 INGIND35
84459 36 FIS01
84460 71 IINF04
84461 73 CHIM02
84462 54 INGIND35
84463 6 CHIM02
84464 59 INGIND35
84465 42 FIS01
84466 75 IINF04
84467 83 INF01
84468 78 BIO10
84469 4 FIS01
84470 51 CHIM02
84471 98 MED18
84472 2 BIO10
84473 9 INF01
84474 9 BIO10
84475 84 AGR03
84476 62 CHIM02
84477 88 IINF05
84478 81 AGR03
84479 80 INF01
84480 26 FIS01
84481 92 INF01
84482 100 IINF04
84483 91 INF01
84484 27 FIS01
84485 38 IINF05
84486 63 INGIND35
84487 24 FIS01
84488 42 AGR03
84489 83 INF01
84490 84 BIO10
84491 61 AGR03
84492 55 FIS01
84493 4 FIS01
84494 89 IINF04
84495 39 AGR03
84496 58 INF01
84497 43 CHIM02
84498 75 BIO10
84499 97 BIO10
84500 39 AGR03
84501 91 FIS01
84502 72 MED18
84503 46 IINF05
84504 20 FIS01
84505 71 AGR03
84506 9 IINF04
84507 58 BIO10
84508 47 INF01
84509 83 MAT01
84510 96 BIO10
84511 89 INF01
84512 53 AGR03
84513 65 INGIND35
84514 88 IINF04
84515 44 MED18
84516 55 AGR03
84517 73 MED18
84518 4 FIS01
84519 70 IINF04
84520 73 MAT01
84521 21 AGR03
84522 24 INF01
84523 95 MED18
84524 61 BIO10
84525 98 INF01
84526 69 INGIND35
84527 83 INGIND35
84528 90 IINF04
84529 55 INF01
84530 89 INF01
84531 16 MAT01
84532 73 FIS01
84533 44 CHIM02
84534 40 AGR03
84535 12 MAT01
84536 95 FIS01
84537 46 INGIND35
84538 45 INGIND35
84539 45 MED18
84540 22 INF01
84541 22 IINF05
84542 36 INF01
84543 5 BIO10
84544 90 AGR03
84545 85 IINF05
84546 37 INGIND35
84547 24 CHIM02
84548 39 AGR03
84549 19 BIO10
84550 98 AGR03
84551 68 INF01
84552 50 BIO10
84553 68 CHIM02
84554 42 IINF05
84555 89 IINF04
84556 25 CHIM02
84557 12 FIS01
84558 92 MED18
84559 70 IINF04
84560 16 MED18
84561 74 FIS01
84562 46 CHIM02
84563 15 IINF05
84564 48 IINF04
84565 75 BIO10
84566 80 FIS01
84567 44 AGR03
84568 85 MED18
84569 76 AGR03
84570 65 INF01
84571 57 INF01
84572 42 MAT01
84573 1 IINF05
84574 6 IINF04
84575 78 INGIND35
84576 95 AGR03
84577 21 IINF05
84578 68 INF01
84579 52 FIS01
84580 62 FIS01
84581 2 IINF04
84582 66 IINF04
84583 23 BIO10
84584 34 CHIM02
84585 84 IINF04
84586 47 INGIND35
84587 16 BIO10
84588 58 BIO10
84589 24 FIS01
84590 4 IINF04
84591 17 IINF04
84592 69 IINF05
84593 11 AGR03
84594 61 INF01
84595 51 BIO10
84596 61 FIS01
84597 88 IINF05
84598 55 CHIM02
84599 39 IINF05
84600 24 FIS01
84601 98 IINF04
84602 62 IINF04
84603 31 IINF04
84604 24 AGR03
84605 8 AGR03
84606 90 FIS01
84607 8 IINF05
84608 22 MED18
84609 81 CHIM02
84610 47 MED18
84611 64 MED18
84612 21 IINF04
84613 59 IINF05
84614 5 INGIND35
84615 94 CHIM02
84616 34 IINF05
84617 47 IINF05
84618 95 INF01
84619 75 FIS01
84620 49 BIO10
84621 65 AGR03
84622 87 IINF04
84623 81 INF01
84624 26 MED18
84625 79 IINF04
84626 63 MED18
84627 13 FIS01
84628 8 IINF05
84629 1 MED18
84630 14 BIO10
84631 93 CHIM02
84632 66 IINF05
84633 58 MAT01
84634 90 INF01
84635 92 BIO10
84636 17 INGIND35
84637 60 IINF04
84638 2 INGIND35
84639 27 FIS01
84640 38 FIS01
84641 53 BIO10
84642 79 INF01
84643 3 CHIM02
84644 24 AGR03
84645 81 CHIM02
84646 14 IINF04
84647 19 FIS01
84648 22 CHIM02
84649 52 CHIM02
84650 24 AGR03
84651 87 MAT01
84652 20 AGR03
84653 37 MAT01
84654 45 IINF04
84655 82 FIS01
84656 61 IINF04
84657 63 FIS01
84658 11 FIS01
84659 60 BIO10
84660 32 AGR03
84661 13 AGR03
84662 84 FIS01
84663 100 INF01
84664 65 CHIM02
84665 36 FIS01
84666 63 IINF05
84667 74 IINF04
84668 43 IINF04
84669 45 IINF04
84670 91 INF01
84671 87 IINF04
84672 72 CHIM02
84673 50 IINF04
84674 69 IINF04
84675 65 AGR03
84676 20 MAT01
84677 80 INGIND35
84678 63 CHIM02
84679 30 BIO10
84680 89 AGR03
84681 62 MED18
84682 100 MED18
84683 59 IINF05
84684 83 BIO10
84685 10 IINF04
84686 23 MAT01
84687 99 BIO10
84688 30 AGR03
84689 41 INGIND35
84690 70 FIS01
84691 23 IINF04
84692 18 BIO10
84693 93 FIS01
84694 99 AGR03
84695 3 FIS01
84696 14 CHIM02
84697 47 INF01
84698 88 IINF04
84699 12 MAT01
84700 21 CHIM02
84701 25 IINF04
84702 99 IINF05
84703 93 AGR03
84704 99 IINF04
84705 18 FIS01
84706 81 AGR03
84707 7 MAT01
84708 15 IINF04
84709 55 MED18
84710 38 INF01
84711 25 FIS01
84712 66 MAT01
84713 27 FIS01
84714 15 MED18
84715 70 BIO10
84716 20 MED18
84717 100 FIS01
84718 76 BIO10
84719 20 FIS01
84720 90 IINF04
84721 41 MED18
84722 57 IINF05
84723 98 INF01
84724 46 INGIND35
84725 65 AGR03
84726 26 MAT01
84727 12 FIS01
84728 99 FIS01
84729 48 MAT01
84730 71 IINF04
84731 75 MAT01
84732 71 CHIM02
84733 100 INF01
84734 13 BIO10
84735 73 MAT01
84736 19 INF01
84737 25 INF01
84738 92 CHIM02
84739 72 FIS01
84740 95 IINF05
84741 47 FIS01
84742 46 FIS01
84743 32 INGIND35
84744 7 MED18
84745 62 IINF05
84746 16 IINF04
84747 65 AGR03
84748 32 CHIM02
84749 43 CHIM02
84750 11 FIS01
84751 2 AGR03
84752 80 MAT01
84753 91 FIS01
84754 21 CHIM02
84755 48 MED18
84756 49 IINF04
84757 74 INGIND35
84758 82 BIO10
84759 82 BIO10
84760 38 INF01
84761 51 IINF04
84762 43 BIO10
84763 86 IINF04
84764 80 INGIND35
84765 90 MED18
84766 66 INF01
84767 87 INF01
84768 19 INF01
84769 83 CHIM02
84770 19 FIS01
84771 95 BIO10
84772 37 MED18
84773 14 INGIND35
84774 49 IINF04
84775 95 BIO10
84776 63 INGIND35
84777 46 FIS01
84778 84 BIO10
84779 83 INGIND35
84780 58 INGIND35
84781 56 FIS01
84782 83 FIS01
84783 47 MAT01
84784 91 MED18
84785 13 FIS01
84786 2 MED18
84787 99 INF01
84788 33 CHIM02
84789 8 AGR03
84790 6 INF01
84791 33 INF01
84792 28 MAT01
84793 54 BIO10
84794 15 INF01
84795 19 BIO10
84796 51 IINF04
84797 98 INGIND35
84798 40 MED18
84799 92 CHIM02
84800 77 MAT01
84801 74 BIO10
84802 35 AGR03
84803 44 INGIND35
84804 34 INF01
84805 79 IINF05
84806 99 INF01
84807 5 MED18
84808 50 INGIND35
84809 2 IINF04
84810 33 MAT01
84811 49 CHIM02
84812 71 BIO10
84813 51 AGR03
84814 9 BIO10
84815 33 AGR03
84816 24 AGR03
84817 42 INGIND35
84818 100 INGIND35
84819 67 CHIM02
84820 88 INF01
84821 34 BIO10
84822 96 INF01
84823 52 FIS01
84824 49 IINF04
84825 83 FIS01
84826 64 IINF05
84827 15 CHIM02
84828 47 FIS01
84829 36 INF01
84830 15 AGR03
84831 61 INGIND35
84832 12 MED18
84833 35 INGIND35
84834 66 IINF05
84835 62 INF01
84836 90 IINF05
84837 23 AGR03
84838 46 INF01
84839 87 MAT01
84840 37 IINF04
84841 27 IINF05
84842 100 AGR03
84843 92 MAT01
84844 61 CHIM02
84845 46 AGR03
84846 32 INGIND35
84847 29 FIS01
84848 31 BIO10
84849 91 IINF04
84850 16 INGIND35
84851 31 MED18
84852 4 INGIND35
84853 87 INGIND35
84854 53 BIO10
84855 31 IINF05
84856 48 FIS01
84857 70 MED18
84858 82 INGIND35
84859 80 MAT01
84860 79 BIO10
84861 72 INGIND35
84862 88 AGR03
84863 11 IINF04
84864 43 CHIM02
84865 46 FIS01
84866 11 IINF04
84867 88 BIO10
84868 79 IINF04
84869 70 MED18
84870 87 MAT01
84871 49 AGR03
84872 65 INF01
84873 84 MED18
84874 85 AGR03
84875 85 IINF05
84876 78 MED18
84877 36 INF01
84878 70 CHIM02
84879 14 IINF04
84880 23 MAT01
84881 55 BIO10
84882 37 CHIM02
84883 68 IINF05
84884 98 INGIND35
84885 19 AGR03
84886 21 IINF04
84887 98 BIO10
84888 43 INGIND35
84889 10 MAT01
84890 92 IINF05
84891 86 MAT01
84892 82 INF01
84893 41 INF01
84894 65 IINF05
84895 47 CHIM02
84896 90 FIS01
84897 79 IINF04
84898 26 AGR03
84899 95 IINF04
84900 31 MAT01
84901 14 IINF05
84902 15 FIS01
84903 57 CHIM02
84904 78 AGR03
84905 5 AGR03
84906 97 MED18
84907 34 CHIM02
84908 32 FIS01
84909 25 MAT01
84910 55 BIO10
84911 6 INF01
84912 86 MED18
84913 41 MED18
84914 11 IINF05
84915 53 CHIM02
84916 42 IINF05
84917 7 IINF05
84918 41 CHIM02
84919 95 MED18
84920 38 MAT01
84921 11 INF01
84922 59 BIO10
84923 98 IINF05
84924 59 FIS01
84925 48 MAT01
84926 57 FIS01
84927 90 FIS01
84928 87 MED18
84929 3 MED18
84930 85 BIO10
84931 4 IINF05
84932 92 AGR03
84933 9 AGR03
84934 1 INF01
84935 62 MAT01
84936 85 CHIM02
84937 79 IINF04
84938 54 IINF05
84939 52 BIO10
84940 45 BIO10
84941 51 INGIND35
84942 10 INGIND35
84943 33 INF01
84944 72 FIS01
84945 38 INGIND35
84946 91 BIO10
84947 44 BIO10
84948 25 INF01
84949 59 CHIM02
84950 83 MED18
84951 26 MED18
84952 24 CHIM02
84953 2 INF01
84954 27 MAT01
84955 77 BIO10
84956 45 IINF04
84957 66 MAT01
84958 81 MED18
84959 5 INGIND35
84960 95 MED18
84961 66 IINF05
84962 53 FIS01
84963 86 FIS01
84964 25 IINF04
84965 23 FIS01
84966 91 MAT01
84967 54 IINF05
84968 40 IINF05
84969 31 INGIND35
84970 15 IINF05
84971 64 MED18
84972 68 IINF04
84973 32 MED18
84974 47 MED18
84975 90 INGIND35
84976 91 BIO10
84977 100 BIO10
84978 8 AGR03
84979 20 FIS01
84980 79 INGIND35
84981 46 IINF05
84982 21 FIS01
84983 48 INGIND35
84984 58 MAT01
84985 84 IINF05
84986 70 BIO10
84987 3 FIS01
84988 12 BIO10
84989 90 INF01
84990 34 MED18
84991 54 AGR03
84992 24 IINF05
84993 68 INF01
84994 99 INF01
84995 95 MAT01
84996 76 FIS01
84997 53 INF01
84998 52 MED18
84999 93 CHIM02
85000 31 BIO10
85001 90 BIO10
85002 51 BIO10
85003 41 INF01
85004 73 MAT01
85005 86 MED18
85006 79 IINF04
85007 70 IINF05
85008 66 CHIM02
85009 22 AGR03
85010 83 AGR03
85011 50 FIS01
85012 43 AGR03
85013 54 IINF04
85014 2 BIO10
85015 2 MAT01
85016 83 INF01
85017 48 IINF04
85018 74 MAT01
85019 22 INGIND35
85020 40 MED18
85021 75 AGR03
85022 29 CHIM02
85023 80 MED18
85024 49 MAT01
85025 90 AGR03
85026 95 BIO10
85027 5 IINF05
85028 100 MAT01
85029 57 IINF05
85030 28 FIS01
85031 97 IINF04
85032 14 INF01
85033 13 IINF05
85034 32 BIO10
85035 55 MAT01
85036 66 FIS01
85037 34 MED18
85038 85 FIS01
85039 74 BIO10
85040 75 IINF04
85041 92 AGR03
85042 8 IINF05
85043 26 INF01
85044 79 MAT01
85045 9 INF01
85046 32 INGIND35
85047 85 CHIM02
85048 13 INF01
85049 9 FIS01
85050 37 MAT01
85051 36 IINF05
