5801 CHIM02 0
65435 61 MAT01
65436 64 IINF04
65437 58 MAT01
65438 61 FIS01
65439 67 IINF04
65440 67 INF01
65441 65 MAT01
65442 68 IINF04
65443 100 INGIND35
65444 13 MAT01
65445 59 CHIM02
65446 59 MED18
65447 66 AGR03
65448 79 IINF04
65449 2 MAT01
65450 41 MED18
65451 84 MAT01
65452 55 MED18
65453 100 MED18
65454 70 CHIM02
65455 21 IINF04
65456 41 MAT01
65457 4 AGR03
65458 90 BIO10
65459 13 FIS01
65460 17 FIS01
65461 71 MAT01
65462 1 INF01
65463 29 AGR03
65464 62 FIS01
65465 38 CHIM02
65466 74 MED18
65467 33 MAT01
65468 19 MAT01
65469 80 INGIND35
65470 29 FIS01
65471 66 AGR03
65472 59 INF01
65473 32 MED18
65474 50 INF01
65475 72 MED18
65476 88 INF01
65477 13 INGIND35
65478 68 MAT01
65479 23 IINF04
65480 1 INGIND35
65481 8 MAT01
65482 15 FIS01
65483 59 INGIND35
65484 25 BIO10
65485 38 BIO10
65486 68 IINF05
65487 95 IINF05
65488 69 BIO10
65489 63 MAT01
65490 41 FIS01
65491 92 MAT01
65492 2 MAT01
65493 86 IINF04
65494 34 BIO10
65495 82 MAT01
65496 20 INGIND35
65497 85 AGR03
65498 39 INF01
65499 97 MAT01
65500 78 CHIM02
65501 99 IINF04
65502 54 MAT01
65503 85 INF01
65504 85 CHIM02
65505 7 IINF04
65506 65 BIO10
65507 89 FIS01
65508 44 BIO10
65509 11 MED18
65510 46 IINF05
65511 53 CHIM02
65512 16 CHIM02
65513 27 IINF05
65514 23 INF01
65515 76 BIO10
65516 47 BIO10
65517 12 IINF04
65518 48 MAT01
65519 42 CHIM02
65520 70 INF01
65521 88 INGIND35
65522 41 MAT01
65523 46 MED18
65524 31 IINF05
65525 45 MED18
65526 87 FIS01
65527 94 BIO10
65528 86 FIS01
65529 45 FIS01
65530 71 BIO10
65531 10 INGIND35
65532 63 IINF05
65533 60 INF01
65534 95 FIS01
65535 86 BIO10
65536 75 AGR03
65537 68 IINF05
65538 66 AGR03
65539 28 MED18
65540 87 INF01
65541 80 CHIM02
65542 66 FIS01
65543 7 FIS01
65544 97 MED18
65545 42 IINF04
65546 58 INF01
65547 40 INF01
65548 90 MAT01
65549 91 INF01
65550 34 INF01
65551 9 AGR03
65552 75 IINF04
65553 36 AGR03
65554 83 IINF05
65555 90 INF01
65556 99 BIO10
65557 42 IINF04
65558 58 INGIND35
65559 15 AGR03
65560 51 BIO10
65561 55 FIS01
65562 27 IINF04
65563 92 INF01
65564 9 FIS01
65565 8 FIS01
65566 75 IINF04
65567 16 CHIM02
65568 97 FIS01
65569 68 BIO10
65570 45 IINF05
65571 35 IINF05
65572 86 INF01
65573 82 CHIM02
65574 65 IINF05
65575 3 MAT01
65576 80 MED18
65577 19 MAT01
65578 99 CHIM02
65579 21 IINF04
65580 37 INGIND35
65581 69 MAT01
65582 12 INF01
65583 83 CHIM02
65584 57 IINF04
65585 49 INF01
65586 78 MAT01
65587 57 MED18
65588 69 MED18
65589 34 MED18
65590 7 MED18
65591 87 INF01
65592 97 MAT01
65593 56 MAT01
65594 74 IINF05
65595 84 INGIND35
65596 6 INGIND35
65597 3 AGR03
65598 55 MED18
65599 89 FIS01
65600 61 MAT01
65601 74 INGIND35
65602 58 BIO10
65603 27 MAT01
65604 15 MED18
65605 42 INGIND35
65606 40 FIS01
65607 77 MAT01
65608 55 INGIND35
65609 42 CHIM02
65610 89 MED18
65611 49 AGR03
65612 3 AGR03
65613 80 IINF04
65614 64 INGIND35
65615 65 IINF05
65616 13 IINF05
65617 89 AGR03
65618 15 INF01
65619 57 IINF05
65620 53 IINF04
65621 40 INGIND35
65622 34 MED18
65623 10 IINF04
65624 63 INGIND35
65625 60 INGIND35
65626 62 INGIND35
65627 32 IINF05
65628 41 MED18
65629 41 INF01
65630 88 BIO10
65631 21 AGR03
65632 51 BIO10
65633 23 CHIM02
65634 12 INGIND35
65635 86 IINF04
65636 86 MAT01
65637 79 MAT01
65638 5 AGR03
65639 40 INGIND35
65640 35 IINF05
65641 99 IINF05
65642 42 IINF05
65643 67 BIO10
65644 20 FIS01
65645 42 FIS01
65646 93 INGIND35
65647 68 MAT01
65648 16 INGIND35
65649 66 MAT01
65650 1 MED18
65651 33 CHIM02
65652 11 CHIM02
65653 21 BIO10
65654 21 BIO10
65655 60 BIO10
65656 70 CHIM02
65657 21 INF01
65658 37 MAT01
65659 28 INGIND35
65660 75 AGR03
65661 57 IINF05
65662 59 INGIND35
65663 84 MAT01
65664 23 AGR03
65665 31 INF01
65666 31 MAT01
65667 44 BIO10
65668 29 INGIND35
65669 24 MED18
65670 8 AGR03
65671 13 CHIM02
65672 45 MED18
65673 95 FIS01
65674 54 CHIM02
65675 24 AGR03
65676 60 INF01
65677 22 AGR03
65678 80 CHIM02
65679 22 IINF04
65680 56 MAT01
65681 92 INF01
65682 91 BIO10
65683 4 MAT01
65684 85 BIO10
65685 47 IINF04
65686 62 CHIM02
65687 99 IINF04
65688 1 MED18
65689 2 BIO10
65690 24 IINF04
65691 60 CHIM02
65692 19 INGIND35
65693 85 AGR03
65694 19 IINF05
65695 16 FIS01
65696 62 IINF04
65697 14 IINF05
65698 72 BIO10
65699 1 FIS01
65700 38 INF01
65701 68 INF01
65702 86 BIO10
65703 47 INF01
65704 75 MED18
65705 88 FIS01
65706 31 MED18
65707 74 INF01
65708 6 AGR03
65709 22 MED18
65710 58 AGR03
65711 58 BIO10
65712 54 INGIND35
65713 87 INF01
65714 100 INF01
65715 75 INF01
65716 12 BIO10
65717 21 MED18
65718 21 IINF05
65719 42 INGIND35
65720 95 MAT01
65721 60 BIO10
65722 50 INGIND35
65723 90 IINF05
65724 97 FIS01
65725 1 MAT01
65726 27 MAT01
65727 62 INGIND35
65728 85 INGIND35
65729 2 IINF04
65730 76 IINF04
65731 2 INGIND35
65732 45 INGIND35
65733 61 INF01
65734 87 BIO10
65735 23 IINF05
65736 71 MED18
65737 36 CHIM02
65738 13 IINF05
65739 74 MED18
65740 2 IINF05
65741 52 IINF04
65742 46 AGR03
65743 31 MED18
65744 22 AGR03
65745 52 AGR03
65746 69 AGR03
65747 40 AGR03
65748 19 MED18
65749 50 INF01
65750 60 IINF05
65751 19 MED18
65752 75 INF01
65753 72 CHIM02
65754 24 INF01
65755 72 CHIM02
65756 20 IINF04
65757 74 AGR03
65758 59 MED18
65759 83 MED18
65760 66 MED18
65761 99 INGIND35
65762 37 INGIND35
65763 75 FIS01
65764 49 MAT01
65765 58 CHIM02
65766 74 IINF04
65767 60 FIS01
65768 64 BIO10
65769 45 BIO10
65770 89 MED18
65771 54 BIO10
65772 56 IINF04
65773 86 AGR03
65774 43 FIS01
65775 53 CHIM02
65776 6 CHIM02
65777 74 CHIM02
65778 41 IINF04
65779 65 MAT01
65780 89 CHIM02
65781 32 MED18
65782 93 AGR03
65783 44 CHIM02
65784 38 MED18
65785 47 FIS01
65786 29 IINF04
65787 79 IINF04
65788 65 IINF04
65789 5 MED18
65790 9 INGIND35
65791 83 MAT01
65792 94 INGIND35
65793 78 FIS01
65794 6 CHIM02
65795 31 INF01
65796 73 IINF04
65797 31 IINF05
65798 24 MAT01
65799 84 IINF05
65800 42 BIO10
65801 90 AGR03
65802 16 FIS01
65803 59 AGR03
65804 93 BIO10
65805 90 IINF05
65806 10 IINF04
65807 17 BIO10
65808 48 INF01
65809 71 IINF05
65810 11 INF01
65811 76 CHIM02
65812 96 MAT01
65813 55 FIS01
65814 21 FIS01
65815 62 IINF04
65816 90 IINF05
65817 22 FIS01
65818 67 FIS01
65819 39 CHIM02
65820 64 BIO10
65821 92 MED18
65822 64 INF01
65823 54 IINF04
65824 15 MED18
65825 43 IINF04
65826 22 INGIND35
65827 7 AGR03
65828 18 IINF05
65829 79 INGIND35
65830 49 FIS01
65831 93 BIO10
65832 36 IINF04
65833 65 MED18
65834 46 MED18
65835 26 CHIM02
65836 1 AGR03
65837 11 AGR03
65838 21 FIS01
65839 34 IINF04
65840 75 BIO10
65841 98 FIS01
65842 55 AGR03
65843 3 CHIM02
65844 74 IINF04
65845 52 AGR03
65846 54 INGIND35
65847 67 MAT01
65848 65 IINF04
65849 91 BIO10
65850 72 AGR03
65851 46 BIO10
65852 95 INF01
65853 18 IINF05
65854 77 FIS01
65855 18 INF01
65856 13 INGIND35
65857 41 FIS01
65858 63 AGR03
65859 31 MED18
65860 34 MAT01
65861 74 IINF04
65862 35 MED18
65863 88 MAT01
65864 49 INF01
65865 55 AGR03
65866 35 MAT01
65867 95 BIO10
65868 38 MAT01
65869 84 MED18
65870 4 INGIND35
65871 15 MAT01
65872 65 AGR03
65873 16 FIS01
65874 47 CHIM02
65875 17 BIO10
65876 77 AGR03
65877 56 FIS01
65878 61 FIS01
65879 64 INF01
65880 74 BIO10
65881 55 IINF04
65882 98 AGR03
65883 24 INGIND35
65884 99 BIO10
65885 83 FIS01
65886 32 BIO10
65887 95 IINF04
65888 73 MAT01
65889 54 MAT01
65890 79 FIS01
65891 31 IINF05
65892 73 BIO10
65893 99 IINF05
65894 34 BIO10
65895 100 CHIM02
65896 5 INF01
65897 41 IINF05
65898 49 AGR03
65899 95 MED18
65900 95 INF01
65901 7 IINF04
65902 41 IINF04
65903 44 INGIND35
65904 20 IINF04
65905 28 BIO10
65906 57 MAT01
65907 52 INF01
65908 7 IINF05
65909 81 FIS01
65910 60 IINF04
65911 8 FIS01
65912 50 IINF05
65913 100 INGIND35
65914 19 BIO10
65915 71 AGR03
65916 56 BIO10
65917 5 IINF05
65918 64 FIS01
65919 91 AGR03
65920 96 FIS01
65921 78 MAT01
65922 72 AGR03
65923 9 INF01
65924 75 BIO10
65925 39 INF01
65926 85 CHIM02
65927 42 MAT01
65928 30 AGR03
65929 59 FIS01
65930 38 CHIM02
65931 47 MAT01
65932 5 BIO10
65933 35 INF01
65934 27 IINF04
65935 8 INGIND35
65936 44 INF01
65937 98 CHIM02
65938 62 FIS01
65939 91 FIS01
65940 9 FIS01
65941 18 INGIND35
65942 20 FIS01
65943 2 BIO10
65944 68 AGR03
65945 12 BIO10
65946 11 IINF04
65947 90 INF01
65948 71 FIS01
65949 76 IINF04
65950 22 BIO10
65951 24 INF01
65952 44 INGIND35
65953 32 MED18
65954 82 INGIND35
65955 4 BIO10
65956 60 IINF05
65957 13 IINF05
65958 61 IINF05
65959 65 CHIM02
65960 42 FIS01
65961 57 MED18
65962 90 FIS01
65963 17 MAT01
65964 66 INGIND35
65965 94 IINF05
65966 6 AGR03
65967 56 AGR03
65968 25 IINF04
65969 35 MED18
65970 78 AGR03
65971 84 FIS01
65972 19 BIO10
65973 9 BIO10
65974 46 FIS01
65975 29 INGIND35
65976 35 INGIND35
65977 53 INGIND35
65978 11 MAT01
65979 32 CHIM02
65980 3 IINF05
65981 88 IINF05
65982 7 BIO10
65983 74 INF01
65984 9 MAT01
65985 48 IINF04
65986 41 FIS01
65987 42 INGIND35
65988 17 IINF04
65989 58 FIS01
65990 23 MED18
65991 70 MED18
65992 69 IINF05
65993 98 INF01
65994 35 INF01
65995 2 INF01
65996 35 MAT01
65997 40 BIO10
65998 89 MED18
65999 46 FIS01
66000 47 IINF04
66001 11 IINF05
66002 26 BIO10
66003 56 BIO10
66004 11 IINF05
66005 28 FIS01
66006 51 IINF05
66007 43 MED18
66008 10 BIO10
66009 21 AGR03
66010 52 BIO10
66011 90 CHIM02
66012 61 CHIM02
66013 27 INF01
66014 38 INGIND35
66015 81 IINF04
66016 88 IINF05
66017 17 BIO10
66018 85 IINF04
66019 92 CHIM02
66020 25 MAT01
66021 79 BIO10
66022 93 IINF05
66023 13 IINF05
66024 54 IINF05
66025 98 FIS01
66026 74 IINF04
66027 54 AGR03
66028 82 MAT01
66029 6 CHIM02
66030 76 MAT01
66031 72 IINF04
66032 89 FIS01
66033 65 AGR03
66034 64 IINF05
66035 44 AGR03
66036 25 FIS01
66037 13 INGIND35
66038 34 IINF04
66039 15 FIS01
66040 92 MAT01
66041 94 INGIND35
66042 64 INF01
66043 87 IINF05
66044 51 CHIM02
66045 69 FIS01
66046 5 CHIM02
66047 23 AGR03
66048 20 INF01
66049 45 INGIND35
66050 82 IINF04
66051 17 INF01
66052 87 MED18
66053 66 MED18
66054 47 IINF05
66055 98 IINF04
66056 69 MAT01
66057 81 AGR03
66058 84 CHIM02
66059 38 IINF04
66060 99 BIO10
66061 76 FIS01
66062 44 INGIND35
66063 82 BIO10
66064 22 CHIM02
66065 50 IINF04
66066 100 INF01
66067 31 BIO10
66068 56 INGIND35
66069 81 INGIND35
66070 92 AGR03
66071 69 MED18
66072 85 FIS01
66073 22 IINF05
66074 65 MAT01
66075 53 INF01
66076 69 INGIND35
66077 30 INGIND35
66078 94 INF01
66079 32 CHIM02
66080 69 INF01
66081 32 MAT01
66082 69 AGR03
66083 87 BIO10
66084 86 AGR03
66085 94 AGR03
66086 68 INGIND35
66087 5 IINF04
66088 69 INGIND35
66089 52 INGIND35
66090 67 IINF04
66091 37 FIS01
66092 8 FIS01
66093 26 MED18
66094 25 CHIM02
66095 89 MED18
66096 50 CHIM02
66097 2 MAT01
66098 54 IINF04
66099 68 FIS01
66100 45 IINF05
66101 9 MAT01
66102 77 INGIND35
66103 91 INGIND35
66104 56 FIS01
66105 30 IINF04
66106 92 FIS01
66107 69 AGR03
66108 73 IINF04
66109 91 BIO10
66110 1 MED18
66111 85 FIS01
66112 64 INF01
66113 19 BIO10
66114 48 MED18
66115 91 BIO10
66116 11 FIS01
66117 20 AGR03
66118 5 CHIM02
66119 96 CHIM02
66120 58 AGR03
66121 9 MED18
66122 97 IINF04
66123 80 MED18
66124 34 MAT01
66125 13 AGR03
66126 73 INF01
66127 71 IINF04
66128 75 MAT01
66129 57 BIO10
66130 19 MED18
66131 27 AGR03
66132 76 CHIM02
66133 40 INF01
66134 33 INF01
66135 87 INGIND35
66136 77 AGR03
66137 13 IINF04
66138 30 AGR03
66139 58 AGR03
66140 32 FIS01
66141 55 MED18
66142 74 MAT01
66143 11 AGR03
66144 62 MED18
66145 77 INF01
66146 8 BIO10
66147 92 INGIND35
66148 17 CHIM02
66149 12 IINF04
66150 73 AGR03
66151 23 FIS01
66152 27 INF01
66153 29 IINF05
66154 85 INGIND35
66155 34 AGR03
66156 48 FIS01
66157 44 INGIND35
66158 96 IINF05
66159 38 IINF04
66160 80 INGIND35
66161 38 MAT01
66162 90 INF01
66163 49 IINF04
66164 87 AGR03
66165 60 IINF04
66166 39 CHIM02
66167 91 CHIM02
66168 24 BIO10
66169 84 BIO10
66170 70 BIO10
66171 1 FIS01
66172 56 MED18
66173 8 AGR03
66174 60 AGR03
66175 7 CHIM02
66176 58 INGIND35
66177 8 FIS01
66178 88 MED18
66179 24 IINF05
66180 79 AGR03
66181 3 CHIM02
66182 22 IINF05
66183 2 BIO10
66184 53 CHIM02
66185 61 MED18
66186 82 IINF04
66187 40 MAT01
66188 75 IINF05
66189 96 INGIND35
66190 12 FIS01
66191 35 MED18
66192 12 CHIM02
66193 48 BIO10
66194 60 IINF04
66195 39 FIS01
66196 16 INF01
66197 6 INGIND35
66198 99 FIS01
66199 97 BIO10
66200 47 IINF04
66201 39 INGIND35
66202 89 INGIND35
66203 17 FIS01
66204 17 BIO10
66205 30 IINF05
66206 81 CHIM02
66207 23 BIO10
66208 40 FIS01
66209 12 IINF05
66210 3 CHIM02
66211 43 MED18
66212 3 IINF04
66213 98 INGIND35
66214 99 MAT01
66215 86 INGIND35
66216 58 INGIND35
66217 90 MAT01
66218 67 BIO10
66219 82 IINF04
66220 46 IINF04
66221 26 INF01
66222 59 AGR03
66223 73 AGR03
66224 89 INF01
66225 72 INF01
66226 83 FIS01
66227 87 BIO10
66228 47 BIO10
66229 91 INGIND35
66230 55 INF01
66231 47 CHIM02
66232 33 MED18
66233 31 IINF05
66234 24 IINF04
66235 73 CHIM02
66236 11 MAT01
66237 1 INGIND35
66238 91 MED18
66239 81 MED18
66240 76 MED18
66241 58 INF01
66242 53 INGIND35
66243 61 MAT01
66244 28 AGR03
66245 18 AGR03
66246 11 IINF04
66247 96 FIS01
66248 2 BIO10
66249 40 FIS01
66250 72 IINF04
66251 88 INGIND35
66252 96 FIS01
66253 43 IINF04
66254 17 MAT01
66255 14 FIS01
66256 98 MAT01
66257 19 INGIND35
66258 71 FIS01
66259 33 IINF05
66260 43 IINF05
66261 36 IINF04
66262 52 INGIND35
66263 97 FIS01
66264 4 MAT01
66265 40 IINF04
66266 55 MAT01
66267 99 MAT01
66268 88 INF01
66269 82 MED18
66270 28 AGR03
66271 36 MED18
66272 77 FIS01
66273 5 IINF04
66274 1 FIS01
66275 84 MED18
66276 39 MAT01
66277 80 FIS01
66278 52 CHIM02
66279 75 INF01
66280 77 IINF05
66281 47 IINF05
66282 97 FIS01
66283 88 IINF04
66284 91 INF01
66285 15 IINF05
66286 88 INGIND35
66287 18 CHIM02
66288 68 BIO10
66289 82 FIS01
66290 48 CHIM02
66291 62 AGR03
66292 33 IINF04
66293 78 INGIND35
66294 40 BIO10
66295 79 IINF04
66296 86 IINF05
66297 87 CHIM02
66298 35 FIS01
66299 62 IINF04
66300 83 INGIND35
66301 80 INGIND35
66302 56 IINF05
66303 20 BIO10
66304 92 INGIND35
66305 21 IINF05
66306 100 MAT01
66307 12 CHIM02
66308 25 IINF04
66309 42 IINF04
66310 15 INGIND35
66311 96 FIS01
66312 46 IINF05
66313 28 MAT01
66314 62 INGIND35
66315 7 AGR03
66316 23 IINF05
66317 89 IINF05
66318 34 MED18
66319 92 INF01
66320 68 FIS01
66321 22 INGIND35
66322 54 IINF04
66323 80 AGR03
66324 25 AGR03
66325 16 IINF04
66326 70 IINF04
66327 5 CHIM02
66328 62 MAT01
66329 61 IINF05
66330 55 FIS01
66331 89 INGIND35
66332 16 MAT01
66333 6 BIO10
66334 93 IINF05
66335 94 INGIND35
66336 95 INF01
66337 91 INF01
66338 53 IINF04
66339 39 MED18
66340 66 BIO10
66341 88 MAT01
66342 24 MAT01
66343 45 MED18
66344 100 AGR03
66345 42 CHIM02
66346 50 FIS01
66347 57 BIO10
66348 96 AGR03
66349 37 IINF04
66350 87 INF01
66351 98 MED18
66352 2 FIS01
66353 45 INGIND35
66354 16 MAT01
66355 13 IINF05
66356 23 MED18
66357 71 FIS01
66358 73 MED18
66359 81 FIS01
66360 90 AGR03
66361 75 BIO10
66362 84 BIO10
66363 16 MED18
66364 32 CHIM02
66365 17 IINF05
66366 96 MAT01
66367 70 AGR03
66368 59 INGIND35
66369 33 BIO10
66370 43 MAT01
66371 76 INF01
66372 69 MAT01
66373 28 BIO10
66374 83 IINF05
66375 24 CHIM02
66376 27 FIS01
66377 100 INF01
66378 68 AGR03
66379 69 FIS01
66380 14 AGR03
66381 70 FIS01
66382 48 FIS01
66383 73 MAT01
66384 21 INGIND35
66385 10 CHIM02
66386 3 INF01
66387 10 AGR03
66388 97 INGIND35
66389 50 IINF05
66390 75 INF01
66391 23 CHIM02
66392 43 INF01
66393 32 BIO10
66394 26 AGR03
66395 19 AGR03
66396 7 AGR03
66397 28 AGR03
66398 85 INF01
66399 16 INGIND35
66400 48 IINF05
66401 24 FIS01
66402 28 MAT01
66403 7 BIO10
66404 57 INGIND35
66405 59 BIO10
66406 32 BIO10
66407 41 IINF04
66408 97 FIS01
66409 15 MED18
66410 96 INF01
66411 33 AGR03
66412 60 FIS01
66413 66 MAT01
66414 94 IINF04
66415 53 INF01
66416 56 BIO10
66417 6 INGIND35
66418 71 BIO10
66419 96 IINF04
66420 69 CHIM02
66421 98 MAT01
66422 47 IINF04
66423 95 AGR03
66424 7 BIO10
66425 4 FIS01
66426 96 AGR03
66427 44 FIS01
66428 78 INGIND35
66429 43 AGR03
66430 71 MED18
66431 21 MAT01
66432 21 IINF05
66433 72 FIS01
66434 41 FIS01
66435 27 INF01
66436 2 INF01
66437 69 IINF04
66438 59 AGR03
66439 13 INF01
66440 86 FIS01
66441 53 AGR03
66442 15 INF01
66443 10 IINF04
66444 90 CHIM02
66445 56 FIS01
66446 88 MED18
66447 59 IINF04
66448 90 CHIM02
66449 43 CHIM02
66450 73 MAT01
66451 42 BIO10
66452 57 IINF05
66453 56 MED18
66454 4 FIS01
66455 5 MED18
66456 24 CHIM02
66457 78 INGIND35
66458 65 INF01
66459 61 INGIND35
66460 52 CHIM02
66461 59 FIS01
66462 42 INGIND35
66463 2 IINF04
66464 13 IINF05
66465 5 FIS01
66466 46 INGIND35
66467 46 FIS01
66468 20 BIO10
66469 21 BIO10
66470 100 MED18
66471 96 IINF05
66472 46 FIS01
66473 64 CHIM02
66474 99 CHIM02
66475 37 BIO10
66476 71 INF01
66477 50 INGIND35
66478 94 BIO10
66479 83 BIO10
66480 78 IINF04
66481 74 BIO10
66482 31 CHIM02
66483 38 MED18
66484 53 INF01
66485 70 FIS01
66486 44 CHIM02
66487 20 INGIND35
66488 31 FIS01
66489 70 INGIND35
66490 38 AGR03
66491 9 BIO10
66492 90 MED18
66493 64 INF01
66494 95 AGR03
66495 33 AGR03
66496 79 AGR03
66497 21 INGIND35
66498 16 IINF05
66499 99 MAT01
66500 18 IINF05
66501 43 FIS01
66502 41 IINF05
66503 73 IINF05
66504 75 FIS01
66505 37 INF01
66506 29 IINF04
66507 79 CHIM02
66508 34 AGR03
66509 15 IINF04
66510 69 MED18
66511 66 INGIND35
66512 25 MAT01
66513 21 BIO10
66514 74 AGR03
66515 21 INF01
66516 16 MED18
66517 94 IINF05
66518 12 CHIM02
66519 78 FIS01
66520 2 CHIM02
66521 30 BIO10
66522 14 IINF05
66523 9 IINF04
66524 30 IINF05
66525 19 IINF05
66526 24 CHIM02
66527 74 BIO10
66528 68 MAT01
66529 87 CHIM02
66530 58 FIS01
66531 64 MED18
66532 1 BIO10
66533 85 BIO10
66534 85 INF01
66535 14 AGR03
66536 56 BIO10
66537 91 IINF04
66538 89 IINF04
66539 38 MED18
66540 45 AGR03
66541 1 MED18
66542 76 FIS01
66543 99 IINF04
66544 95 INGIND35
66545 38 INF01
66546 59 BIO10
66547 17 IINF04
66548 99 IINF05
66549 30 MAT01
66550 32 CHIM02
66551 30 INGIND35
66552 41 IINF05
66553 54 INF01
66554 29 AGR03
66555 68 INF01
66556 49 FIS01
66557 16 INF01
66558 73 CHIM02
66559 77 MED18
66560 73 INGIND35
66561 48 IINF04
66562 51 CHIM02
66563 51 MAT01
66564 42 FIS01
66565 76 INF01
66566 29 FIS01
66567 52 AGR03
66568 35 IINF05
66569 10 CHIM02
66570 34 IINF04
66571 10 AGR03
66572 47 CHIM02
66573 43 AGR03
66574 20 INF01
66575 4 IINF05
66576 6 MAT01
66577 75 IINF04
66578 42 BIO10
66579 55 MED18
66580 21 BIO10
66581 87 IINF05
66582 51 FIS01
66583 83 MAT01
66584 45 FIS01
66585 92 MAT01
66586 52 IINF05
66587 49 FIS01
66588 29 MED18
66589 40 FIS01
66590 17 FIS01
66591 93 MAT01
66592 43 INGIND35
66593 53 IINF05
66594 84 INF01
66595 86 MED18
66596 50 AGR03
66597 66 MAT01
66598 9 IINF04
66599 18 MAT01
66600 1 INF01
66601 79 INGIND35
66602 40 BIO10
66603 79 AGR03
66604 19 BIO10
66605 40 MED18
66606 73 AGR03
66607 69 CHIM02
66608 46 INGIND35
66609 67 CHIM02
66610 28 CHIM02
66611 58 AGR03
66612 87 AGR03
66613 88 BIO10
66614 78 MAT01
66615 62 IINF04
66616 24 INGIND35
66617 31 INGIND35
66618 65 CHIM02
66619 43 INF01
66620 27 AGR03
66621 58 FIS01
66622 97 CHIM02
66623 29 INF01
66624 96 INGIND35
66625 93 CHIM02
66626 38 CHIM02
66627 22 CHIM02
66628 50 IINF05
66629 96 FIS01
66630 20 AGR03
66631 77 INF01
66632 11 FIS01
66633 29 BIO10
66634 17 MAT01
66635 3 MED18
66636 87 MAT01
66637 40 MAT01
66638 29 INGIND35
66639 55 IINF05
66640 38 MAT01
66641 14 BIO10
66642 79 BIO10
66643 61 INF01
66644 39 BIO10
66645 16 MED18
66646 33 INGIND35
66647 31 IINF04
66648 83 INGIND35
66649 25 INGIND35
66650 54 IINF04
66651 31 MED18
66652 49 INF01
66653 34 INGIND35
66654 59 MED18
66655 33 MED18
66656 5 IINF05
66657 52 FIS01
66658 95 MAT01
66659 100 BIO10
66660 31 MED18
66661 10 INF01
66662 9 BIO10
66663 25 IINF05
66664 32 CHIM02
66665 62 INF01
66666 22 AGR03
66667 57 IINF04
66668 68 INGIND35
66669 51 IINF05
66670 41 INGIND35
66671 8 MED18
66672 13 MED18
66673 37 IINF04
66674 11 AGR03
66675 13 INF01
66676 71 MAT01
66677 60 IINF04
66678 54 IINF05
66679 78 INGIND35
66680 48 MAT01
66681 39 CHIM02
66682 82 MAT01
66683 94 INF01
66684 95 IINF05
66685 58 INF01
66686 50 CHIM02
66687 57 AGR03
66688 97 IINF05
66689 14 AGR03
66690 95 MAT01
66691 4 CHIM02
66692 39 INGIND35
66693 34 CHIM02
66694 91 INGIND35
66695 38 INGIND35
66696 28 INGIND35
66697 87 IINF05
66698 71 FIS01
66699 48 FIS01
66700 20 CHIM02
66701 66 BIO10
66702 32 CHIM02
66703 11 BIO10
66704 91 IINF05
66705 18 IINF05
66706 2 AGR03
66707 37 FIS01
66708 32 IINF05
66709 24 IINF04
66710 54 MAT01
66711 88 BIO10
66712 73 INGIND35
66713 12 AGR03
66714 54 INF01
66715 46 MED18
66716 64 IINF05
66717 71 MED18
66718 65 IINF04
66719 37 IINF05
66720 5 IINF04
66721 82 INF01
66722 1 CHIM02
66723 49 MAT01
66724 93 AGR03
66725 92 MAT01
66726 40 AGR03
66727 1 IINF05
66728 10 IINF05
66729 33 BIO10
66730 2 INF01
66731 36 IINF04
66732 100 BIO10
66733 48 FIS01
66734 49 IINF04
66735 47 BIO10
66736 5 INGIND35
66737 70 AGR03
66738 100 CHIM02
66739 97 INGIND35
66740 25 IINF04
66741 88 AGR03
66742 14 CHIM02
66743 76 BIO10
66744 56 IINF05
66745 31 IINF04
66746 61 INF01
66747 58 IINF04
66748 80 MED18
66749 14 INGIND35
66750 82 FIS01
66751 24 AGR03
66752 27 CHIM02
66753 37 IINF05
66754 61 AGR03
66755 12 MED18
66756 58 MED18
66757 8 AGR03
66758 72 MED18
66759 99 CHIM02
66760 28 MAT01
66761 53 IINF05
66762 38 MED18
66763 31 MED18
66764 75 INGIND35
66765 81 INGIND35
66766 89 IINF05
66767 87 INF01
66768 89 CHIM02
66769 68 INF01
66770 71 IINF04
66771 72 IINF05
66772 25 AGR03
66773 83 INGIND35
66774 54 FIS01
66775 2 FIS01
66776 93 INGIND35
66777 80 INGIND35
66778 74 MAT01
66779 43 INGIND35
66780 50 IINF04
66781 15 BIO10
66782 80 AGR03
66783 7 INF01
66784 92 BIO10
66785 96 MAT01
66786 99 INF01
66787 72 IINF05
66788 15 AGR03
66789 53 IINF05
66790 6 FIS01
66791 78 INGIND35
66792 21 INGIND35
66793 84 IINF05
66794 74 MED18
66795 20 BIO10
66796 79 CHIM02
66797 83 IINF05
66798 84 MED18
66799 99 CHIM02
66800 57 CHIM02
66801 48 MAT01
66802 60 MED18
66803 78 AGR03
66804 35 FIS01
66805 18 INGIND35
66806 14 IINF05
66807 24 BIO10
66808 69 INF01
66809 63 FIS01
66810 16 IINF05
66811 65 BIO10
66812 9 FIS01
66813 11 AGR03
66814 89 INF01
66815 47 IINF05
66816 90 BIO10
66817 28 IINF04
66818 55 MED18
66819 34 MED18
66820 98 IINF04
66821 59 MAT01
66822 79 BIO10
66823 8 AGR03
66824 39 MED18
66825 26 IINF05
66826 74 MED18
66827 47 IINF05
66828 21 INF01
66829 16 IINF04
66830 82 MAT01
66831 55 INGIND35
