9322 IINF01 1
82440 85 AGR03
82441 94 CHIM02
82442 64 IINF04
82443 74 FIS01
82444 83 IINF05
82445 57 INF01
82446 10 CHIM02
82447 52 INGIND35
82448 43 IINF04
82449 84 CHIM02
82450 95 INGIND35
82451 15 BIO10
82452 69 INF01
82453 37 BIO10
82454 27 MED18
82455 35 BIO10
82456 26 IINF05
82457 66 BIO10
82458 40 INF01
82459 90 IINF05
82460 12 BIO10
82461 36 MED18
82462 27 INGIND35
82463 92 FIS01
82464 16 AGR03
82465 65 INGIND35
82466 97 CHIM02
82467 32 IINF05
82468 95 CHIM02
82469 89 IINF05
82470 11 CHIM02
82471 4 BIO10
82472 89 MED18
82473 64 AGR03
82474 22 MED18
82475 76 IINF04
82476 19 MED18
82477 100 FIS01
82478 46 AGR03
82479 72 FIS01
82480 72 MED18
82481 58 BIO10
82482 85 AGR03
82483 71 INF01
82484 12 INF01
82485 100 INF01
82486 73 MED18
82487 4 INGIND35
82488 45 CHIM02
82489 2 AGR03
82490 28 INGIND35
82491 23 MAT01
82492 75 BIO10
82493 55 INF01
82494 27 CHIM02
82495 96 IINF04
82496 75 INF01
82497 100 IINF04
82498 27 BIO10
82499 76 AGR03
82500 12 AGR03
82501 18 MAT01
82502 94 INGIND35
82503 33 AGR03
82504 63 IINF04
82505 39 CHIM02
82506 14 FIS01
82507 31 INGIND35
82508 60 FIS01
82509 42 MED18
82510 100 FIS01
82511 7 BIO10
82512 63 FIS01
82513 54 IINF04
82514 23 IINF05
82515 49 FIS01
82516 44 AGR03
82517 53 IINF05
82518 19 IINF04
82519 34 BIO10
82520 37 MED18
82521 12 IINF04
82522 95 MED18
82523 42 FIS01
82524 47 CHIM02
82525 99 MED18
82526 61 IINF04
82527 38 INGIND35
82528 2 INF01
82529 60 AGR03
82530 96 IINF04
82531 69 AGR03
82532 94 MED18
82533 54 INF01
82534 60 FIS01
82535 51 INF01
82536 7 MAT01
82537 46 INF01
82538 78 INF01
82539 16 INF01
82540 56 AGR03
82541 31 INGIND35
82542 61 CHIM02
82543 36 MED18
82544 100 BIO10
82545 24 MAT01
82546 13 CHIM02
82547 41 INGIND35
82548 96 MED18
82549 34 IINF04
82550 7 INGIND35
82551 31 AGR03
82552 85 BIO10
82553 46 IINF05
82554 47 CHIM02
82555 19 BIO10
82556 78 BIO10
82557 46 AGR03
82558 22 MAT01
82559 1 AGR03
82560 54 IINF05
82561 62 IINF05
82562 25 MAT01
82563 75 MAT01
82564 92 BIO10
82565 21 FIS01
82566 94 MED18
82567 3 IINF05
82568 30 BIO10
82569 77 INGIND35
82570 34 FIS01
82571 76 MAT01
82572 79 IINF05
82573 59 BIO10
82574 5 BIO10
82575 49 IINF05
82576 94 CHIM02
82577 97 IINF04
82578 96 MED18
82579 7 FIS01
82580 15 CHIM02
82581 5 INF01
82582 68 IINF05
82583 29 IINF05
82584 4 BIO10
82585 34 IINF05
82586 29 IINF05
82587 21 BIO10
82588 20 AGR03
82589 72 AGR03
82590 81 IINF04
82591 36 AGR03
82592 33 IINF04
82593 17 IINF05
82594 23 MAT01
82595 14 BIO10
82596 72 INGIND35
82597 63 IINF04
82598 5 AGR03
82599 19 INGIND35
82600 13 FIS01
82601 46 INF01
82602 60 MED18
82603 59 FIS01
82604 38 IINF05
82605 51 IINF04
82606 3 IINF05
82607 64 FIS01
82608 58 MAT01
82609 78 MAT01
82610 30 CHIM02
82611 39 BIO10
82612 77 INGIND35
82613 54 MAT01
82614 15 IINF05
82615 63 FIS01
82616 58 INGIND35
82617 41 FIS01
82618 34 FIS01
82619 40 MAT01
82620 69 BIO10
82621 66 INF01
82622 52 IINF04
82623 79 IINF05
82624 4 CHIM02
82625 96 FIS01
82626 85 IINF04
82627 75 MED18
82628 73 MAT01
82629 50 AGR03
82630 94 BIO10
82631 7 INGIND35
82632 83 IINF04
82633 76 BIO10
82634 97 FIS01
82635 93 INF01
82636 26 BIO10
82637 46 MAT01
82638 26 IINF05
82639 24 IINF05
82640 39 MAT01
82641 8 IINF05
82642 48 IINF04
82643 69 AGR03
82644 92 AGR03
82645 7 FIS01
82646 72 BIO10
82647 42 INF01
82648 81 FIS01
82649 31 MAT01
82650 54 FIS01
82651 15 BIO10
82652 22 FIS01
82653 16 AGR03
82654 72 INF01
82655 93 BIO10
82656 86 IINF04
82657 3 MAT01
82658 47 INGIND35
82659 90 INGIND35
82660 79 BIO10
82661 23 IINF04
82662 62 FIS01
82663 38 FIS01
82664 37 AGR03
82665 52 BIO10
82666 84 BIO10
82667 54 IINF04
82668 99 MAT01
82669 78 MED18
82670 12 IINF05
82671 14 MAT01
82672 94 INF01
82673 17 IINF04
82674 66 INGIND35
82675 85 INGIND35
82676 51 INF01
82677 12 MED18
82678 63 FIS01
82679 2 FIS01
82680 50 INF01
82681 8 BIO10
82682 35 INF01
82683 19 IINF05
82684 39 AGR03
82685 46 CHIM02
82686 7 AGR03
82687 78 INGIND35
82688 62 CHIM02
82689 40 MED18
82690 51 IINF04
82691 8 CHIM02
82692 36 MED18
82693 78 AGR03
82694 91 AGR03
82695 38 IINF04
82696 18 BIO10
82697 27 INF01
82698 99 MAT01
82699 32 AGR03
82700 13 MED18
82701 42 CHIM02
82702 30 MAT01
82703 69 IINF05
82704 60 MED18
82705 42 AGR03
82706 94 AGR03
82707 9 MAT01
82708 23 INF01
82709 21 MAT01
82710 8 INGIND35
82711 48 INF01
82712 78 BIO10
82713 27 BIO10
82714 4 BIO10
82715 90 CHIM02
82716 17 CHIM02
82717 94 INF01
82718 7 FIS01
82719 16 INF01
82720 27 FIS01
82721 6 MAT01
82722 98 MAT01
82723 89 MAT01
82724 26 BIO10
82725 51 AGR03
82726 56 FIS01
82727 53 INGIND35
82728 56 INGIND35
82729 75 INGIND35
82730 39 IINF04
82731 93 IINF05
82732 27 FIS01
82733 71 FIS01
82734 37 IINF05
82735 94 MED18
82736 74 BIO10
82737 19 MAT01
82738 53 INF01
82739 36 BIO10
82740 59 BIO10
82741 49 BIO10
82742 35 FIS01
82743 12 IINF05
82744 30 MAT01
82745 62 MED18
82746 51 AGR03
82747 86 MAT01
82748 88 MED18
82749 57 MAT01
82750 35 MED18
82751 33 IINF04
82752 22 MED18
82753 79 BIO10
82754 38 MAT01
82755 70 CHIM02
82756 95 FIS01
82757 100 FIS01
82758 47 MAT01
82759 99 INF01
82760 1 INF01
82761 18 IINF04
82762 10 FIS01
82763 55 MAT01
82764 98 AGR03
82765 70 MAT01
82766 48 INF01
82767 63 IINF05
82768 99 AGR03
82769 4 IINF05
82770 74 AGR03
82771 77 IINF05
82772 39 IINF05
82773 5 FIS01
82774 14 INF01
82775 54 AGR03
82776 49 IINF05
82777 7 INF01
82778 63 FIS01
82779 12 FIS01
82780 75 CHIM02
82781 82 MAT01
82782 43 MED18
82783 91 CHIM02
82784 64 CHIM02
82785 42 IINF04
82786 72 MED18
82787 18 CHIM02
82788 76 MAT01
82789 92 BIO10
82790 29 IINF04
82791 97 MAT01
82792 30 IINF05
82793 70 AGR03
82794 52 MAT01
82795 23 MAT01
82796 55 MED18
82797 70 IINF04
82798 30 INGIND35
82799 20 CHIM02
82800 16 MED18
82801 23 INF01
82802 98 CHIM02
82803 58 INGIND35
82804 74 IINF04
82805 78 MAT01
82806 48 CHIM02
82807 95 IINF04
82808 26 IINF05
82809 61 INGIND35
82810 37 INF01
82811 75 CHIM02
82812 4 AGR03
82813 91 IINF05
82814 52 INGIND35
82815 16 INF01
82816 66 INGIND35
82817 56 BIO10
82818 99 INF01
82819 60 IINF04
82820 30 BIO10
82821 30 MAT01
82822 36 INGIND35
82823 21 MED18
82824 96 INF01
82825 54 INF01
82826 8 IINF05
82827 60 IINF04
82828 15 INF01
82829 36 MED18
82830 27 CHIM02
82831 18 CHIM02
82832 28 AGR03
82833 42 FIS01
82834 88 IINF04
82835 76 FIS01
82836 32 AGR03
82837 94 CHIM02
82838 98 CHIM02
82839 95 INF01
82840 19 IINF05
82841 21 MED18
82842 38 INGIND35
82843 63 FIS01
82844 43 BIO10
82845 5 AGR03
82846 81 BIO10
82847 94 AGR03
82848 56 IINF04
82849 72 CHIM02
82850 31 IINF04
82851 96 FIS01
82852 33 IINF04
82853 67 FIS01
82854 7 INGIND35
82855 13 IINF04
82856 53 MAT01
82857 69 AGR03
82858 10 AGR03
82859 24 INF01
82860 54 BIO10
82861 25 IINF05
82862 50 INGIND35
82863 76 INGIND35
82864 92 INF01
82865 98 AGR03
82866 84 IINF05
82867 6 FIS01
82868 63 AGR03
82869 19 MAT01
82870 13 IINF04
82871 26 AGR03
82872 2 FIS01
82873 27 FIS01
82874 39 IINF05
82875 73 MED18
82876 6 INF01
82877 44 MAT01
82878 29 IINF05
82879 91 INGIND35
82880 23 MAT01
82881 61 CHIM02
82882 85 INGIND35
82883 67 CHIM02
82884 19 IINF04
82885 30 MAT01
82886 61 FIS01
82887 23 IINF05
82888 93 CHIM02
82889 57 INF01
82890 65 MAT01
82891 1 FIS01
82892 81 IINF04
82893 98 MAT01
82894 40 IINF04
82895 36 INGIND35
82896 1 CHIM02
82897 3 MED18
82898 25 MAT01
82899 96 IINF05
82900 1 IINF05
82901 43 INGIND35
82902 48 BIO10
82903 20 INGIND35
82904 85 INF01
82905 23 CHIM02
82906 77 AGR03
82907 22 CHIM02
82908 6 FIS01
82909 44 MED18
82910 15 CHIM02
82911 77 IINF05
82912 12 MAT01
82913 81 IINF04
82914 13 IINF05
82915 89 AGR03
82916 4 BIO10
82917 93 CHIM02
82918 89 MED18
82919 74 MAT01
82920 68 CHIM02
82921 89 AGR03
82922 43 BIO10
82923 35 CHIM02
82924 20 AGR03
82925 73 IINF05
82926 8 AGR03
82927 82 BIO10
82928 72 CHIM02
82929 77 MAT01
82930 85 BIO10
82931 49 IINF04
82932 25 INF01
82933 75 MED18
82934 54 MAT01
82935 33 INF01
82936 99 CHIM02
82937 31 MAT01
82938 20 MED18
82939 68 BIO10
82940 87 INF01
82941 15 CHIM02
82942 93 INF01
82943 79 MED18
82944 18 CHIM02
82945 87 AGR03
82946 76 CHIM02
82947 2 MAT01
82948 19 INF01
82949 57 IINF04
82950 96 FIS01
82951 70 IINF05
82952 61 MAT01
82953 3 IINF05
82954 70 INGIND35
82955 40 INF01
82956 68 AGR03
82957 84 IINF05
82958 96 MAT01
82959 4 IINF05
82960 16 INGIND35
82961 68 IINF04
82962 29 INGIND35
82963 32 AGR03
82964 54 IINF05
82965 29 MED18
82966 23 MAT01
82967 26 INF01
82968 58 IINF04
82969 66 IINF04
82970 93 AGR03
82971 53 INF01
82972 33 IINF05
82973 10 IINF05
82974 97 IINF05
82975 61 INF01
82976 19 INF01
82977 14 FIS01
82978 66 AGR03
82979 4 INGIND35
82980 99 MAT01
82981 64 INF01
82982 16 AGR03
82983 55 INGIND35
82984 35 IINF04
82985 18 IINF05
82986 77 IINF05
82987 10 INGIND35
82988 31 MAT01
82989 43 INGIND35
82990 59 IINF05
82991 24 IINF05
82992 67 INF01
82993 95 FIS01
82994 42 AGR03
82995 46 INGIND35
82996 28 CHIM02
82997 94 IINF05
82998 96 FIS01
82999 75 INF01
83000 21 MAT01
83001 78 IINF04
83002 40 IINF05
83003 71 AGR03
83004 53 INGIND35
83005 9 BIO10
83006 33 BIO10
83007 72 MAT01
83008 8 IINF05
83009 52 BIO10
83010 22 MED18
83011 15 BIO10
83012 22 INF01
83013 5 INF01
83014 54 MED18
83015 17 IINF04
83016 94 IINF05
83017 96 INGIND35
83018 32 IINF05
83019 90 IINF04
83020 18 CHIM02
83021 33 IINF05
83022 79 BIO10
83023 82 MED18
83024 57 BIO10
83025 87 IINF05
83026 2 INF01
83027 40 MAT01
83028 17 FIS01
83029 90 BIO10
83030 66 FIS01
83031 92 IINF05
83032 18 IINF04
83033 46 IINF05
83034 22 BIO10
83035 20 IINF05
83036 42 IINF05
83037 25 MAT01
83038 87 IINF05
83039 37 INGIND35
83040 59 MAT01
83041 51 FIS01
83042 14 FIS01
83043 48 IINF05
83044 22 IINF04
83045 38 INGIND35
83046 60 MED18
83047 50 IINF04
83048 51 INGIND35
83049 83 MED18
83050 12 MAT01
83051 100 INF01
83052 37 MED18
83053 44 FIS01
83054 42 CHIM02
83055 2 BIO10
83056 79 IINF04
83057 11 INF01
83058 44 IINF04
83059 12 BIO10
83060 3 IINF05
83061 97 MED18
83062 39 IINF04
83063 84 AGR03
83064 72 MAT01
83065 51 BIO10
83066 23 MAT01
83067 24 INF01
83068 88 BIO10
83069 17 IINF05
83070 40 MED18
83071 54 MED18
83072 9 AGR03
83073 21 BIO10
83074 2 FIS01
83075 54 IINF05
83076 2 CHIM02
83077 17 CHIM02
83078 100 MAT01
83079 75 FIS01
83080 32 IINF04
83081 60 BIO10
83082 77 MAT01
83083 85 FIS01
83084 70 BIO10
83085 67 MAT01
83086 51 FIS01
83087 90 FIS01
83088 84 IINF04
83089 76 AGR03
83090 63 MAT01
83091 23 AGR03
83092 1 AGR03
83093 36 BIO10
83094 72 AGR03
83095 36 AGR03
83096 29 INGIND35
83097 46 IINF05
83098 82 IINF05
83099 99 MED18
83100 77 FIS01
83101 3 FIS01
83102 40 IINF05
83103 91 MED18
83104 78 IINF05
83105 92 INGIND35
83106 56 FIS01
83107 30 IINF05
83108 97 MAT01
83109 10 INF01
83110 63 AGR03
83111 49 IINF05
83112 96 MAT01
83113 74 IINF05
83114 34 MAT01
83115 39 IINF05
83116 55 FIS01
83117 73 AGR03
83118 29 BIO10
83119 3 IINF05
83120 40 MAT01
83121 97 MED18
83122 23 CHIM02
83123 9 AGR03
83124 36 MAT01
83125 24 FIS01
83126 3 IINF05
83127 18 BIO10
83128 90 INGIND35
83129 15 IINF05
83130 19 FIS01
83131 82 IINF05
83132 65 IINF05
83133 78 AGR03
83134 59 BIO10
83135 73 CHIM02
83136 98 FIS01
83137 97 MED18
83138 41 AGR03
83139 15 INF01
83140 29 INGIND35
83141 10 AGR03
83142 34 INGIND35
83143 56 BIO10
83144 6 IINF04
83145 88 AGR03
83146 73 AGR03
83147 9 FIS01
83148 56 IINF05
83149 24 INF01
83150 9 INGIND35
83151 8 MED18
83152 8 CHIM02
83153 59 BIO10
83154 61 CHIM02
83155 2 AGR03
83156 88 CHIM02
83157 50 IINF05
83158 59 BIO10
83159 53 INGIND35
83160 80 IINF04
83161 11 CHIM02
83162 41 MED18
83163 26 CHIM02
83164 88 CHIM02
83165 77 IINF05
83166 70 AGR03
83167 87 BIO10
83168 23 MED18
83169 7 BIO10
83170 54 CHIM02
83171 93 MAT01
83172 93 INF01
83173 39 AGR03
83174 77 INF01
83175 84 AGR03
83176 95 CHIM02
83177 57 MAT01
83178 45 IINF04
83179 82 FIS01
83180 7 MAT01
83181 42 BIO10
83182 56 FIS01
83183 87 INGIND35
83184 61 MAT01
83185 17 INGIND35
83186 63 INGIND35
83187 90 IINF05
83188 29 IINF05
83189 91 MED18
83190 35 MED18
83191 80 INF01
83192 99 MAT01
83193 4 CHIM02
83194 28 FIS01
83195 67 IINF04
83196 7 IINF04
83197 25 INGIND35
83198 83 BIO10
83199 67 IINF04
83200 19 INGIND35
83201 63 FIS01
83202 30 IINF04
83203 15 MED18
83204 86 CHIM02
83205 24 IINF04
83206 33 INGIND35
83207 22 CHIM02
83208 75 IINF05
83209 39 AGR03
83210 37 MED18
83211 22 FIS01
83212 17 AGR03
83213 19 CHIM02
83214 52 MAT01
83215 84 AGR03
83216 40 FIS01
83217 59 MED18
83218 46 INF01
83219 88 CHIM02
83220 62 FIS01
83221 78 INF01
83222 25 IINF04
83223 79 AGR03
83224 99 INGIND35
83225 45 BIO10
83226 12 IINF04
83227 80 MAT01
83228 45 IINF04
83229 76 MAT01
83230 6 IINF04
83231 69 BIO10
83232 62 INF01
83233 69 CHIM02
83234 93 FIS01
83235 38 MAT01
83236 62 MED18
83237 92 BIO10
83238 55 FIS01
83239 24 MED18
83240 64 BIO10
83241 16 FIS01
83242 73 INGIND35
83243 86 INF01
83244 10 CHIM02
83245 11 BIO10
83246 4 BIO10
83247 23 FIS01
83248 18 MED18
83249 20 INGIND35
83250 58 CHIM02
83251 37 IINF04
83252 72 BIO10
83253 35 MED18
83254 55 IINF04
83255 38 FIS01
83256 45 MED18
83257 11 MAT01
83258 87 FIS01
83259 50 FIS01
83260 74 INF01
83261 74 IINF05
83262 73 IINF05
83263 20 INGIND35
83264 44 IINF05
83265 38 BIO10
83266 46 AGR03
83267 47 IINF04
83268 8 MAT01
83269 17 INGIND35
83270 43 INGIND35
83271 29 CHIM02
83272 93 IINF05
83273 51 AGR03
83274 79 IINF05
83275 1 MED18
83276 85 INF01
83277 76 CHIM02
83278 71 AGR03
83279 84 INF01
83280 68 MED18
83281 27 MAT01
83282 47 FIS01
83283 4 BIO10
83284 5 IINF05
83285 57 AGR03
83286 10 INGIND35
83287 24 INGIND35
83288 84 BIO10
83289 38 INF01
83290 98 CHIM02
83291 14 AGR03
83292 41 INGIND35
83293 10 INGIND35
83294 69 MAT01
83295 28 IINF04
83296 8 FIS01
83297 43 MED18
83298 73 IINF04
83299 64 MED18
83300 17 FIS01
83301 92 INGIND35
83302 15 FIS01
83303 63 FIS01
83304 11 IINF04
83305 45 FIS01
83306 52 CHIM02
83307 100 BIO10
83308 57 INF01
83309 65 IINF04
83310 20 IINF04
83311 63 MED18
83312 26 MAT01
83313 28 AGR03
83314 43 BIO10
83315 4 MAT01
83316 54 IINF05
83317 31 INGIND35
83318 46 INGIND35
83319 90 MAT01
83320 40 AGR03
83321 98 CHIM02
83322 46 MED18
83323 94 INF01
83324 18 INGIND35
83325 41 INF01
83326 63 IINF04
83327 41 AGR03
83328 36 AGR03
83329 29 CHIM02
83330 16 IINF04
83331 89 INF01
83332 3 CHIM02
83333 54 MED18
83334 44 FIS01
83335 11 CHIM02
83336 19 MED18
83337 83 AGR03
83338 100 INGIND35
83339 86 IINF04
83340 56 AGR03
83341 14 INF01
83342 49 MED18
83343 63 MED18
83344 5 MED18
83345 91 BIO10
83346 17 MED18
83347 58 INGIND35
83348 32 CHIM02
83349 64 AGR03
83350 96 IINF04
83351 10 INF01
83352 68 MED18
83353 3 AGR03
83354 37 INF01
83355 74 BIO10
83356 7 IINF05
83357 45 MAT01
83358 74 IINF05
83359 2 INF01
83360 39 IINF04
83361 36 INF01
83362 11 INF01
83363 89 MED18
83364 54 AGR03
83365 100 INGIND35
83366 13 AGR03
83367 76 AGR03
83368 37 FIS01
83369 16 MAT01
83370 56 INF01
83371 13 IINF05
83372 97 AGR03
83373 35 AGR03
83374 79 IINF04
83375 53 AGR03
83376 100 IINF04
83377 34 IINF05
83378 33 AGR03
83379 27 INGIND35
83380 42 CHIM02
83381 14 FIS01
83382 41 CHIM02
83383 23 CHIM02
83384 22 MED18
83385 21 AGR03
83386 81 MED18
83387 70 AGR03
83388 28 INGIND35
83389 74 BIO10
83390 82 INF01
83391 86 INGIND35
83392 53 INF01
83393 9 MED18
83394 10 IINF05
83395 72 CHIM02
83396 30 CHIM02
83397 50 MAT01
83398 76 IINF05
83399 52 INF01
83400 20 INF01
83401 100 INGIND35
83402 11 IINF05
83403 54 MED18
83404 13 AGR03
83405 23 IINF05
83406 29 INGIND35
83407 17 CHIM02
83408 32 BIO10
83409 15 MED18
83410 28 MED18
83411 44 BIO10
83412 23 INGIND35
83413 6 INGIND35
83414 23 IINF05
83415 74 IINF05
83416 18 INF01
83417 44 INGIND35
83418 49 INGIND35
83419 32 AGR03
83420 30 CHIM02
83421 13 MAT01
83422 36 INF01
83423 16 INGIND35
83424 76 INGIND35
83425 44 AGR03
83426 58 BIO10
83427 65 CHIM02
83428 29 FIS01
83429 82 AGR03
83430 52 IINF04
83431 52 INGIND35
83432 100 IINF05
83433 77 IINF05
83434 76 IINF04
83435 80 BIO10
83436 6 FIS01
83437 98 INF01
83438 80 AGR03
83439 22 IINF05
83440 83 BIO10
83441 24 CHIM02
83442 46 IINF05
83443 72 INF01
83444 12 IINF05
83445 97 INGIND35
83446 88 INF01
83447 54 MAT01
83448 44 CHIM02
83449 8 IINF05
83450 9 BIO10
83451 42 INF01
83452 32 CHIM02
83453 73 BIO10
83454 87 MED18
83455 56 IINF04
83456 47 INF01
83457 38 IINF04
83458 78 INGIND35
83459 62 AGR03
83460 14 BIO10
83461 54 CHIM02
83462 17 BIO10
83463 100 CHIM02
83464 55 INGIND35
83465 17 BIO10
83466 77 CHIM02
83467 19 INGIND35
83468 85 IINF05
83469 21 IINF04
83470 23 AGR03
83471 57 AGR03
83472 57 INF01
83473 87 INGIND35
83474 6 CHIM02
83475 59 INF01
83476 12 MAT01
83477 45 BIO10
83478 89 CHIM02
83479 47 MED18
83480 57 INGIND35
83481 82 BIO10
83482 61 MAT01
83483 85 INF01
83484 45 MED18
83485 13 MED18
83486 46 INF01
83487 8 IINF05
83488 18 MAT01
83489 94 BIO10
83490 55 MED18
83491 17 AGR03
83492 90 BIO10
83493 52 INF01
83494 19 IINF04
83495 45 MAT01
83496 66 BIO10
83497 78 BIO10
83498 63 CHIM02
83499 47 AGR03
83500 37 IINF04
83501 40 AGR03
83502 23 CHIM02
83503 59 INGIND35
83504 76 FIS01
83505 24 MAT01
83506 43 IINF04
83507 10 MED18
83508 74 AGR03
83509 45 INGIND35
83510 59 IINF05
83511 31 MED18
83512 31 IINF04
83513 62 INGIND35
83514 25 INF01
83515 91 CHIM02
83516 45 MED18
83517 70 INGIND35
83518 63 CHIM02
83519 23 IINF05
83520 17 BIO10
83521 26 FIS01
83522 28 AGR03
83523 75 IINF04
83524 26 BIO10
83525 52 INF01
83526 26 INGIND35
83527 55 FIS01
83528 80 MED18
83529 94 INF01
83530 19 MED18
83531 92 FIS01
83532 55 CHIM02
83533 1 MAT01
83534 13 CHIM02
83535 76 AGR03
83536 100 IINF05
83537 99 BIO10
83538 41 AGR03
83539 47 CHIM02
83540 93 INF01
83541 46 INGIND35
83542 13 INF01
83543 60 FIS01
83544 85 INF01
83545 82 IINF05
83546 55 INGIND35
83547 9 IINF04
83548 25 INGIND35
83549 47 INGIND35
83550 68 FIS01
83551 59 INGIND35
83552 76 IINF04
83553 88 MED18
83554 16 IINF04
83555 66 MED18
83556 16 IINF04
83557 24 MED18
83558 40 IINF05
83559 37 BIO10
83560 74 INGIND35
83561 49 CHIM02
83562 75 FIS01
83563 60 AGR03
83564 45 AGR03
83565 4 IINF05
83566 78 IINF04
83567 96 IINF04
83568 27 CHIM02
83569 51 IINF05
83570 40 INGIND35
83571 16 IINF04
83572 42 IINF04
83573 23 CHIM02
83574 79 IINF05
83575 6 AGR03
83576 2 INF01
83577 6 AGR03
83578 5 INF01
83579 85 FIS01
83580 89 IINF04
83581 46 IINF04
83582 70 BIO10
83583 13 CHIM02
83584 98 INGIND35
83585 24 MED18
83586 85 IINF04
83587 81 IINF04
83588 65 INGIND35
83589 4 AGR03
83590 82 IINF04
83591 47 INGIND35
83592 73 INGIND35
83593 65 FIS01
83594 73 INF01
83595 50 AGR03
83596 12 FIS01
83597 22 IINF04
83598 7 MED18
83599 94 CHIM02
83600 8 MAT01
83601 95 IINF04
83602 62 FIS01
83603 90 BIO10
83604 29 MAT01
83605 92 MAT01
83606 6 INF01
83607 71 INGIND35
83608 77 IINF05
83609 87 IINF04
83610 41 AGR03
83611 26 BIO10
83612 81 AGR03
83613 1 INGIND35
83614 11 MED18
83615 83 BIO10
83616 9 INGIND35
83617 96 INGIND35
83618 22 INF01
83619 1 MED18
83620 15 MED18
83621 13 MAT01
83622 9 IINF04
83623 50 INF01
83624 25 CHIM02
83625 63 AGR03
83626 75 MAT01
83627 54 FIS01
83628 91 MAT01
83629 39 AGR03
83630 39 FIS01
83631 80 CHIM02
83632 88 INGIND35
83633 95 INF01
83634 88 BIO10
83635 87 MAT01
83636 67 FIS01
83637 81 CHIM02
83638 25 AGR03
83639 31 BIO10
83640 46 INGIND35
83641 58 MED18
83642 82 BIO10
83643 83 IINF04
83644 28 INGIND35
83645 63 MAT01
83646 74 INF01
83647 87 MAT01
83648 35 INGIND35
83649 96 IINF04
83650 79 MED18
83651 68 INF01
83652 71 AGR03
83653 17 AGR03
83654 12 INF01
83655 72 INGIND35
83656 73 IINF04
83657 96 MED18
83658 83 AGR03
83659 91 IINF05
83660 57 AGR03
83661 15 IINF05
83662 63 MAT01
83663 88 BIO10
83664 78 IINF04
83665 11 AGR03
83666 49 INF01
83667 99 IINF05
83668 79 FIS01
83669 26 IINF05
83670 98 BIO10
83671 56 MAT01
83672 18 FIS01
83673 57 BIO10
83674 60 FIS01
83675 76 INGIND35
83676 25 INGIND35
83677 80 IINF05
83678 100 BIO10
83679 36 AGR03
83680 19 INF01
83681 69 MED18
83682 52 AGR03
83683 68 IINF05
83684 100 INF01
83685 48 INF01
83686 3 BIO10
83687 78 FIS01
83688 26 INF01
83689 75 BIO10
83690 95 INF01
83691 21 BIO10
83692 13 AGR03
83693 20 FIS01
83694 44 BIO10
83695 73 BIO10
83696 9 BIO10
83697 22 IINF05
83698 78 INGIND35
83699 47 INGIND35
83700 63 AGR03
83701 39 INGIND35
83702 23 CHIM02
83703 51 AGR03
83704 67 MED18
83705 20 INGIND35
83706 43 MAT01
83707 99 INGIND35
83708 5 IINF05
83709 9 MED18
83710 59 IINF04
83711 29 INF01
83712 86 CHIM02
83713 56 IINF04
83714 98 AGR03
83715 77 BIO10
83716 81 MAT01
83717 27 IINF04
83718 39 IINF04
83719 12 CHIM02
83720 72 INF01
83721 97 AGR03
83722 3 MED18
83723 74 CHIM02
83724 20 MED18
83725 87 IINF04
83726 85 IINF05
83727 42 FIS01
83728 44 INF01
83729 16 INF01
83730 6 FIS01
83731 66 IINF05
83732 9 CHIM02
83733 94 AGR03
83734 22 INF01
83735 3 FIS01
83736 32 INF01
83737 89 IINF04
83738 74 BIO10
83739 12 CHIM02
83740 55 MAT01
83741 78 IINF04
83742 16 IINF04
83743 58 INF01
83744 96 MAT01
83745 79 MAT01
83746 100 IINF05
83747 54 AGR03
83748 60 FIS01
83749 27 FIS01
83750 26 MAT01
83751 6 MAT01
83752 2 INGIND35
83753 47 IINF04
83754 12 MED18
83755 58 IINF04
83756 16 INF01
83757 75 IINF05
83758 83 FIS01
83759 74 CHIM02
83760 94 INGIND35
83761 82 IINF05
83762 73 IINF04
83763 98 MAT01
83764 60 INGIND35
83765 18 BIO10
83766 85 IINF05
83767 31 INF01
83768 18 BIO10
83769 83 IINF04
83770 39 IINF05
83771 19 CHIM02
83772 17 INGIND35
83773 23 INGIND35
83774 20 MED18
83775 41 AGR03
83776 31 FIS01
83777 17 MED18
83778 52 INF01
83779 72 MED18
83780 42 AGR03
83781 40 BIO10
83782 35 MAT01
83783 1 INF01
83784 58 MAT01
83785 41 BIO10
83786 74 MAT01
83787 33 INGIND35
83788 96 MAT01
83789 67 INGIND35
83790 5 IINF05
83791 98 MED18
83792 51 BIO10
83793 81 IINF05
83794 83 BIO10
83795 82 MED18
83796 43 MED18
83797 95 MED18
83798 32 INF01
83799 44 MAT01
83800 29 IINF04
83801 52 INGIND35
83802 86 BIO10
83803 62 INF01
83804 71 IINF04
83805 73 MED18
83806 76 CHIM02
83807 57 AGR03
83808 17 INF01
83809 46 AGR03
83810 82 IINF04
83811 43 MED18
83812 84 MAT01
83813 96 CHIM02
83814 54 INGIND35
83815 83 CHIM02
83816 24 INGIND35
83817 96 INF01
83818 6 INGIND35
83819 73 FIS01
83820 10 FIS01
83821 21 IINF05
83822 3 INF01
83823 55 MAT01
83824 25 INF01
83825 65 AGR03
83826 63 MED18
83827 35 INF01
83828 67 BIO10
83829 18 INGIND35
83830 82 INF01
83831 5 AGR03
83832 1 INF01
83833 46 INF01
83834 65 MAT01
83835 50 AGR03
83836 67 CHIM02
83837 28 IINF04
83838 13 IINF04
