9678 MED18 4
42158 84 MAT01
42159 72 IINF04
42160 84 INF01
42161 50 FIS01
42162 63 MAT01
42163 3 INGIND35
42164 57 MAT01
42165 91 INF01
42166 97 MED18
42167 56 CHIM02
42168 85 IINF05
42169 65 IINF04
42170 78 INF01
42171 24 AGR03
42172 47 INF01
42173 23 FIS01
42174 30 CHIM02
42175 68 MAT01
42176 32 IINF04
42177 84 BIO10
42178 44 FIS01
42179 74 AGR03
42180 20 IINF05
42181 18 INGIND35
42182 27 INF01
42183 50 IINF05
42184 45 BIO10
42185 52 BIO10
42186 83 FIS01
42187 67 CHIM02
42188 6 AGR03
42189 9 CHIM02
42190 35 CHIM02
42191 94 INF01
42192 87 IINF04
42193 10 FIS01
42194 29 MAT01
42195 83 IINF05
42196 57 BIO10
42197 34 INGIND35
42198 87 AGR03
42199 7 CHIM02
42200 78 INGIND35
42201 38 INF01
42202 23 BIO10
42203 53 MAT01
42204 82 CHIM02
42205 52 FIS01
42206 88 FIS01
42207 40 MED18
42208 50 FIS01
42209 12 MAT01
42210 20 AGR03
42211 43 INF01
42212 93 BIO10
42213 37 IINF04
42214 7 CHIM02
42215 33 IINF05
42216 97 MED18
42217 87 IINF05
42218 5 IINF04
42219 17 MAT01
42220 99 IINF04
42221 54 MAT01
42222 77 IINF05
42223 40 INF01
42224 27 FIS01
42225 18 IINF05
42226 65 IINF04
42227 58 BIO10
42228 6 CHIM02
42229 59 IINF04
42230 34 MED18
42231 70 BIO10
42232 41 AGR03
42233 85 INF01
42234 9 MAT01
42235 88 BIO10
42236 73 CHIM02
42237 63 BIO10
42238 37 INF01
42239 28 FIS01
42240 29 CHIM02
42241 56 INF01
42242 27 INF01
42243 68 FIS01
42244 95 INGIND35
42245 1 INF01
42246 72 MED18
42247 63 INF01
42248 27 IINF05
42249 72 INF01
42250 47 AGR03
42251 89 CHIM02
42252 90 INGIND35
42253 76 MED18
42254 69 BIO10
42255 87 IINF04
42256 57 MAT01
42257 84 FIS01
42258 14 IINF04
42259 12 AGR03
42260 74 MED18
42261 75 CHIM02
42262 19 FIS01
42263 78 IINF04
42264 46 INGIND35
42265 52 CHIM02
42266 56 IINF05
42267 83 INF01
42268 73 AGR03
42269 64 INGIND35
42270 81 INF01
42271 61 INGIND35
42272 58 IINF04
42273 70 FIS01
42274 63 INGIND35
42275 48 IINF04
42276 68 INF01
42277 82 CHIM02
42278 66 CHIM02
42279 9 IINF04
42280 61 AGR03
42281 85 BIO10
42282 25 MED18
42283 46 FIS01
42284 52 FIS01
42285 43 FIS01
42286 48 MED18
42287 100 CHIM02
42288 10 MAT01
42289 19 FIS01
42290 89 IINF05
42291 43 INF01
42292 50 AGR03
42293 96 INF01
42294 37 MAT01
42295 84 CHIM02
42296 61 MAT01
42297 35 INF01
42298 85 IINF05
42299 17 IINF05
42300 90 MAT01
42301 59 AGR03
42302 71 MED18
42303 29 CHIM02
42304 19 CHIM02
42305 84 IINF04
42306 55 FIS01
42307 73 AGR03
42308 77 IINF04
42309 22 IINF04
42310 37 MAT01
42311 64 IINF04
42312 93 MED18
42313 83 AGR03
42314 33 MED18
42315 62 IINF05
42316 72 CHIM02
42317 24 MED18
42318 32 MED18
42319 81 AGR03
42320 72 INF01
42321 30 INGIND35
42322 64 IINF04
42323 15 MAT01
42324 87 BIO10
42325 59 BIO10
42326 64 CHIM02
42327 3 MED18
42328 4 MAT01
42329 48 IINF05
42330 31 CHIM02
42331 25 INGIND35
42332 39 MED18
42333 55 IINF04
42334 8 IINF05
42335 3 BIO10
42336 23 CHIM02
42337 2 IINF05
42338 19 CHIM02
42339 90 FIS01
42340 77 CHIM02
42341 64 IINF05
42342 99 INF01
42343 4 AGR03
42344 49 CHIM02
42345 38 CHIM02
42346 68 BIO10
42347 39 INF01
42348 69 FIS01
42349 60 BIO10
42350 24 IINF05
42351 56 CHIM02
42352 31 FIS01
42353 13 INF01
42354 95 MAT01
42355 44 FIS01
42356 88 INGIND35
42357 52 MED18
42358 37 CHIM02
42359 15 CHIM02
42360 44 MAT01
42361 58 MED18
42362 80 MED18
42363 81 BIO10
42364 19 INGIND35
42365 50 IINF04
42366 10 FIS01
42367 37 INF01
42368 26 CHIM02
42369 84 BIO10
42370 81 CHIM02
42371 72 MAT01
42372 35 INGIND35
42373 94 FIS01
42374 43 IINF04
42375 30 IINF04
42376 7 AGR03
42377 3 CHIM02
42378 34 IINF05
42379 28 IINF05
42380 17 IINF05
42381 71 IINF04
42382 65 IINF04
42383 24 FIS01
42384 53 FIS01
42385 33 INF01
42386 73 IINF05
42387 69 INGIND35
42388 51 IINF04
42389 6 BIO10
42390 5 INGIND35
42391 1 FIS01
42392 56 MAT01
42393 42 MED18
42394 91 MAT01
42395 21 IINF05
42396 17 FIS01
42397 89 INF01
42398 29 INF01
42399 77 CHIM02
42400 84 INGIND35
42401 69 IINF04
42402 29 IINF04
42403 50 CHIM02
42404 99 BIO10
42405 94 INGIND35
42406 23 CHIM02
42407 47 MED18
42408 72 MAT01
42409 15 INGIND35
42410 18 FIS01
42411 50 IINF05
42412 1 INF01
42413 74 FIS01
42414 100 AGR03
42415 77 INGIND35
42416 27 FIS01
42417 3 BIO10
42418 31 MAT01
42419 8 INF01
42420 61 BIO10
42421 67 MED18
42422 95 INF01
42423 13 MAT01
42424 5 MED18
42425 1 AGR03
42426 93 FIS01
42427 53 CHIM02
42428 95 INF01
42429 26 CHIM02
42430 94 IINF05
42431 24 MAT01
42432 40 MED18
42433 99 INF01
42434 16 IINF05
42435 50 IINF04
42436 31 INF01
42437 32 MED18
42438 28 MED18
42439 45 BIO10
42440 21 AGR03
42441 25 CHIM02
42442 22 IINF04
42443 73 BIO10
42444 89 CHIM02
42445 2 IINF05
42446 45 AGR03
42447 88 FIS01
42448 86 AGR03
42449 38 MAT01
42450 65 FIS01
42451 39 BIO10
42452 1 BIO10
42453 84 INGIND35
42454 98 MAT01
42455 12 IINF04
42456 19 MED18
42457 84 INF01
42458 21 INGIND35
42459 26 FIS01
42460 45 INGIND35
42461 5 BIO10
42462 75 INF01
42463 96 INGIND35
42464 13 INF01
42465 22 BIO10
42466 69 INF01
42467 25 MED18
42468 9 INF01
42469 66 INGIND35
42470 3 IINF05
42471 85 IINF05
42472 51 INF01
42473 98 CHIM02
42474 94 FIS01
42475 14 CHIM02
42476 53 INGIND35
42477 34 IINF04
42478 7 IINF05
42479 72 INF01
42480 100 BIO10
42481 41 INF01
42482 46 IINF04
42483 91 IINF04
42484 72 AGR03
42485 66 IINF04
42486 1 AGR03
42487 14 BIO10
42488 66 BIO10
42489 78 INF01
42490 3 MED18
42491 41 IINF05
42492 81 IINF04
42493 49 IINF05
42494 93 INGIND35
42495 85 CHIM02
42496 39 INF01
42497 79 INGIND35
42498 39 INF01
42499 95 AGR03
42500 77 AGR03
42501 65 INF01
42502 49 IINF04
42503 88 IINF04
42504 72 INF01
42505 36 FIS01
42506 69 AGR03
42507 44 IINF04
42508 14 MED18
42509 34 MAT01
42510 1 INGIND35
42511 45 AGR03
42512 25 BIO10
42513 44 IINF05
42514 69 AGR03
42515 40 FIS01
42516 37 FIS01
42517 100 INGIND35
42518 86 AGR03
42519 50 AGR03
42520 15 INF01
42521 43 FIS01
42522 36 INF01
42523 18 INF01
42524 58 MAT01
42525 36 INGIND35
42526 83 IINF05
42527 34 BIO10
42528 89 FIS01
42529 65 IINF04
42530 9 CHIM02
42531 18 FIS01
42532 5 FIS01
42533 95 FIS01
42534 65 IINF05
42535 53 BIO10
42536 31 IINF04
42537 82 MED18
42538 13 INF01
42539 44 INGIND35
42540 44 FIS01
42541 11 INF01
42542 37 INF01
42543 57 MED18
42544 37 BIO10
42545 66 IINF04
42546 100 MAT01
42547 42 IINF05
42548 34 BIO10
42549 37 INF01
42550 51 MAT01
42551 35 FIS01
42552 50 INGIND35
42553 35 MAT01
42554 48 IINF04
42555 1 IINF04
42556 19 BIO10
42557 77 MED18
42558 4 MAT01
42559 7 FIS01
42560 41 BIO10
42561 42 INGIND35
42562 97 FIS01
42563 92 MAT01
42564 6 CHIM02
42565 15 CHIM02
42566 58 AGR03
42567 62 IINF05
42568 1 INGIND35
42569 52 MAT01
42570 71 BIO10
42571 88 CHIM02
42572 3 BIO10
42573 33 INF01
42574 100 MED18
42575 31 INF01
42576 6 BIO10
42577 94 MED18
42578 5 AGR03
42579 72 AGR03
42580 58 AGR03
42581 93 MED18
42582 83 MAT01
42583 42 INGIND35
42584 64 BIO10
42585 93 AGR03
42586 15 MAT01
42587 56 INF01
42588 47 IINF04
42589 7 FIS01
42590 28 MAT01
42591 38 BIO10
42592 28 CHIM02
42593 58 AGR03
42594 84 FIS01
42595 95 INGIND35
42596 57 IINF04
42597 41 BIO10
42598 70 FIS01
42599 39 INF01
42600 87 BIO10
42601 21 FIS01
42602 97 CHIM02
42603 88 IINF04
42604 5 CHIM02
42605 43 FIS01
42606 73 INF01
42607 97 BIO10
42608 27 FIS01
42609 70 MAT01
42610 75 IINF04
42611 24 AGR03
42612 96 INF01
42613 39 MAT01
42614 30 IINF05
42615 32 MED18
42616 75 FIS01
42617 40 AGR03
42618 69 INGIND35
42619 76 IINF04
42620 99 INGIND35
42621 77 CHIM02
42622 92 MAT01
42623 54 CHIM02
42624 16 IINF05
42625 42 INF01
42626 56 MED18
42627 60 CHIM02
42628 25 AGR03
42629 28 INF01
42630 85 MED18
42631 46 BIO10
42632 6 CHIM02
42633 99 AGR03
42634 49 IINF04
42635 63 AGR03
42636 77 MED18
42637 97 AGR03
42638 98 BIO10
42639 43 MAT01
42640 54 BIO10
42641 17 BIO10
42642 36 INF01
42643 31 MAT01
42644 86 IINF05
42645 89 IINF04
42646 93 IINF05
42647 56 MED18
42648 3 AGR03
42649 52 AGR03
42650 47 IINF04
42651 43 INGIND35
42652 13 AGR03
42653 99 CHIM02
42654 73 CHIM02
42655 56 INF01
42656 52 CHIM02
42657 13 INF01
42658 60 IINF04
42659 21 AGR03
42660 90 INF01
42661 51 CHIM02
42662 98 MED18
42663 69 IINF04
42664 100 AGR03
42665 50 INF01
42666 79 MAT01
42667 6 MAT01
42668 46 CHIM02
42669 21 MAT01
42670 100 INF01
42671 36 AGR03
42672 83 FIS01
42673 71 INF01
42674 20 INGIND35
42675 17 MAT01
42676 39 INF01
42677 87 INF01
42678 23 IINF04
42679 52 AGR03
42680 46 FIS01
42681 38 BIO10
42682 55 CHIM02
42683 28 IINF04
42684 62 BIO10
42685 8 INGIND35
42686 55 BIO10
42687 92 AGR03
42688 84 MAT01
42689 87 IINF05
42690 79 CHIM02
42691 2 MED18
42692 82 CHIM02
42693 60 IINF05
42694 58 MAT01
42695 50 BIO10
42696 24 INF01
42697 16 FIS01
42698 68 IINF05
42699 64 BIO10
42700 100 MAT01
42701 39 AGR03
42702 60 INGIND35
42703 21 MED18
42704 51 FIS01
42705 6 MAT01
42706 6 INGIND35
42707 22 MAT01
42708 70 MED18
42709 29 IINF04
42710 89 BIO10
42711 39 INF01
42712 52 AGR03
42713 79 BIO10
42714 58 MED18
42715 39 BIO10
42716 12 MAT01
42717 4 CHIM02
42718 35 BIO10
42719 74 INF01
42720 49 AGR03
42721 47 IINF04
42722 9 AGR03
42723 75 MAT01
42724 89 INF01
42725 25 IINF04
42726 100 IINF05
42727 84 IINF04
42728 10 INF01
42729 86 AGR03
42730 99 MED18
42731 35 BIO10
42732 57 IINF04
42733 84 BIO10
42734 92 AGR03
42735 7 CHIM02
42736 24 MAT01
42737 75 INF01
42738 19 CHIM02
42739 70 IINF05
42740 52 INF01
42741 77 IINF05
42742 86 IINF04
42743 22 BIO10
42744 4 FIS01
42745 36 AGR03
42746 18 AGR03
42747 78 IINF04
42748 35 IINF04
42749 82 FIS01
42750 6 INF01
42751 6 FIS01
42752 28 FIS01
42753 9 AGR03
42754 8 MED18
42755 41 AGR03
42756 30 INGIND35
42757 92 IINF04
42758 78 INGIND35
42759 27 IINF04
42760 69 AGR03
42761 42 MAT01
42762 1 MAT01
42763 10 IINF05
42764 38 CHIM02
42765 53 MED18
42766 49 BIO10
42767 1 IINF04
42768 51 BIO10
42769 16 INGIND35
42770 93 FIS01
42771 92 IINF05
42772 67 AGR03
42773 31 INGIND35
42774 23 IINF04
42775 74 AGR03
42776 78 INGIND35
42777 11 IINF05
42778 22 BIO10
42779 73 MAT01
42780 7 FIS01
42781 14 INF01
42782 94 BIO10
42783 11 IINF04
42784 52 AGR03
42785 67 IINF05
42786 11 MED18
42787 35 MAT01
42788 1 BIO10
42789 47 CHIM02
42790 56 FIS01
42791 16 MAT01
42792 33 FIS01
42793 38 IINF04
42794 100 MAT01
42795 32 MAT01
42796 87 IINF04
42797 20 IINF05
42798 39 INGIND35
42799 89 BIO10
42800 9 CHIM02
42801 15 IINF04
42802 19 MED18
42803 74 INF01
42804 66 INGIND35
42805 82 CHIM02
42806 5 IINF04
42807 45 INGIND35
42808 62 FIS01
42809 100 CHIM02
42810 44 CHIM02
42811 74 AGR03
42812 30 FIS01
42813 96 INGIND35
42814 28 CHIM02
42815 80 INGIND35
42816 71 INGIND35
42817 99 IINF04
42818 69 CHIM02
42819 95 AGR03
42820 78 MED18
42821 21 FIS01
42822 70 AGR03
42823 10 AGR03
42824 86 AGR03
42825 65 INF01
42826 4 FIS01
42827 29 MED18
42828 24 INGIND35
42829 39 FIS01
42830 72 INF01
42831 27 INGIND35
42832 4 BIO10
42833 24 IINF04
42834 21 MED18
42835 91 INF01
42836 61 MAT01
42837 96 MED18
42838 60 IINF05
42839 12 MED18
42840 84 MAT01
42841 3 IINF05
42842 56 INGIND35
42843 73 IINF04
42844 85 INF01
42845 30 AGR03
42846 17 CHIM02
42847 82 AGR03
42848 55 IINF05
42849 33 MED18
42850 88 MAT01
42851 16 INGIND35
42852 96 BIO10
42853 25 FIS01
42854 73 BIO10
42855 28 MAT01
42856 15 INGIND35
42857 19 AGR03
42858 52 IINF05
42859 50 AGR03
42860 65 IINF05
42861 32 MED18
42862 7 INF01
42863 16 IINF04
42864 2 FIS01
42865 16 FIS01
42866 20 INGIND35
42867 52 CHIM02
42868 77 INF01
42869 98 MED18
42870 95 BIO10
42871 50 BIO10
42872 97 INGIND35
42873 22 FIS01
42874 48 IINF04
42875 18 FIS01
42876 43 MAT01
42877 59 MED18
42878 19 CHIM02
42879 84 IINF05
42880 51 IINF05
42881 54 AGR03
42882 50 IINF05
42883 20 FIS01
42884 94 INGIND35
42885 68 CHIM02
42886 47 INF01
42887 18 IINF04
42888 46 CHIM02
42889 34 MED18
42890 21 INF01
42891 67 IINF05
42892 65 CHIM02
42893 78 MED18
42894 61 MED18
42895 61 IINF04
42896 81 MAT01
42897 100 BIO10
42898 83 MED18
42899 75 IINF04
42900 42 AGR03
42901 72 IINF05
42902 29 IINF04
42903 54 MED18
42904 52 IINF04
42905 62 FIS01
42906 74 CHIM02
42907 35 IINF05
42908 66 AGR03
42909 46 AGR03
42910 67 AGR03
42911 95 MED18
42912 70 FIS01
42913 46 INGIND35
42914 87 AGR03
42915 72 INF01
42916 71 INGIND35
42917 68 IINF04
42918 14 IINF04
42919 40 MAT01
42920 28 INF01
42921 75 IINF05
42922 39 AGR03
42923 75 INGIND35
42924 36 CHIM02
42925 80 CHIM02
42926 65 INF01
42927 86 MED18
42928 20 MED18
42929 96 MED18
42930 30 CHIM02
42931 40 AGR03
42932 84 AGR03
42933 29 INF01
42934 55 MAT01
42935 98 MAT01
42936 21 IINF05
42937 26 IINF04
42938 94 INF01
42939 76 INGIND35
42940 95 MAT01
42941 56 INGIND35
42942 72 MAT01
42943 2 CHIM02
42944 15 FIS01
42945 7 MAT01
42946 73 INF01
42947 67 BIO10
42948 10 MAT01
42949 88 INGIND35
42950 45 MED18
42951 40 MAT01
42952 79 MAT01
42953 68 AGR03
42954 47 IINF04
42955 40 MED18
42956 66 FIS01
42957 84 BIO10
42958 3 BIO10
42959 15 FIS01
42960 80 INGIND35
42961 65 CHIM02
42962 13 IINF05
42963 60 BIO10
42964 3 IINF04
42965 36 INF01
42966 7 BIO10
42967 75 CHIM02
42968 37 INF01
42969 69 IINF05
42970 4 INGIND35
42971 6 AGR03
42972 26 AGR03
42973 28 BIO10
42974 78 INGIND35
42975 100 INF01
42976 35 FIS01
42977 62 INGIND35
42978 94 INF01
42979 17 INF01
42980 10 IINF05
42981 59 BIO10
42982 92 INGIND35
42983 71 CHIM02
42984 24 INGIND35
42985 59 INGIND35
42986 11 BIO10
42987 76 IINF04
42988 90 MAT01
42989 10 IINF05
42990 30 BIO10
42991 14 IINF04
42992 18 IINF04
42993 57 CHIM02
42994 65 FIS01
42995 67 FIS01
42996 71 MED18
42997 80 BIO10
42998 92 AGR03
42999 28 MAT01
43000 95 AGR03
43001 20 FIS01
43002 61 AGR03
43003 67 MAT01
43004 24 INGIND35
43005 82 MAT01
43006 26 MAT01
43007 36 CHIM02
43008 92 IINF05
43009 60 MED18
43010 24 MED18
43011 75 FIS01
43012 87 IINF04
43013 76 IINF04
43014 32 AGR03
43015 36 IINF04
43016 79 FIS01
43017 93 AGR03
43018 9 IINF05
43019 73 CHIM02
43020 70 IINF04
43021 9 AGR03
43022 27 INF01
43023 50 FIS01
43024 1 CHIM02
43025 80 MED18
43026 39 AGR03
43027 63 BIO10
43028 78 AGR03
43029 71 BIO10
43030 14 INF01
43031 56 IINF04
43032 18 IINF04
43033 28 IINF05
43034 41 MED18
43035 73 CHIM02
43036 36 IINF04
43037 86 IINF04
43038 77 BIO10
43039 53 INF01
43040 90 MAT01
43041 7 IINF05
43042 54 INF01
43043 70 INGIND35
43044 21 AGR03
43045 48 IINF04
43046 12 IINF04
43047 42 FIS01
43048 100 BIO10
43049 40 IINF04
43050 93 INF01
43051 61 INF01
43052 2 BIO10
43053 41 INF01
43054 42 MED18
43055 7 MAT01
43056 83 MAT01
43057 36 MED18
43058 56 AGR03
43059 40 INF01
43060 24 FIS01
43061 58 AGR03
43062 74 FIS01
43063 41 CHIM02
43064 15 MED18
43065 37 INF01
43066 16 INF01
43067 37 INGIND35
43068 60 MED18
43069 39 BIO10
43070 34 IINF04
43071 78 IINF05
43072 1 AGR03
43073 77 IINF04
43074 74 MED18
43075 74 FIS01
43076 49 IINF05
43077 57 MED18
43078 21 IINF04
43079 64 CHIM02
43080 52 INF01
43081 18 AGR03
43082 80 INF01
43083 50 INGIND35
43084 22 MAT01
43085 87 IINF04
43086 59 INF01
43087 77 CHIM02
43088 76 AGR03
43089 11 INF01
43090 85 CHIM02
43091 31 IINF04
43092 3 MED18
43093 16 CHIM02
43094 53 IINF04
43095 44 AGR03
43096 99 BIO10
43097 18 MAT01
43098 26 INF01
43099 34 IINF05
43100 81 INF01
43101 24 IINF04
43102 70 AGR03
43103 30 MED18
43104 53 INGIND35
43105 12 IINF05
43106 74 MED18
43107 43 INF01
43108 22 MED18
43109 13 IINF04
43110 24 IINF04
43111 49 AGR03
43112 45 MAT01
43113 59 AGR03
43114 76 INGIND35
43115 15 AGR03
43116 90 MAT01
43117 90 MED18
43118 33 IINF05
43119 56 IINF04
43120 73 AGR03
43121 20 CHIM02
43122 33 IINF05
43123 48 INGIND35
43124 28 FIS01
43125 63 MAT01
43126 73 IINF05
43127 83 MED18
43128 80 MAT01
43129 32 BIO10
43130 17 CHIM02
43131 27 FIS01
43132 74 IINF04
43133 42 FIS01
43134 93 MED18
43135 23 MED18
43136 40 MAT01
43137 42 AGR03
43138 26 MAT01
43139 67 INGIND35
43140 54 MED18
43141 90 MAT01
43142 83 MED18
43143 100 BIO10
43144 3 MAT01
43145 37 IINF05
43146 1 FIS01
43147 89 BIO10
43148 61 FIS01
43149 13 IINF05
43150 9 BIO10
43151 76 MAT01
43152 46 INGIND35
43153 85 MAT01
43154 55 INGIND35
43155 3 IINF04
43156 10 MED18
43157 26 FIS01
43158 6 INF01
43159 93 AGR03
43160 19 AGR03
43161 96 INGIND35
43162 73 IINF04
43163 61 INF01
43164 48 BIO10
43165 85 IINF04
43166 62 FIS01
43167 61 MAT01
43168 52 CHIM02
43169 70 BIO10
43170 80 MED18
43171 73 IINF04
43172 13 MAT01
43173 22 IINF05
43174 3 INF01
43175 86 CHIM02
43176 37 INGIND35
43177 52 AGR03
43178 59 INGIND35
43179 51 MED18
43180 35 BIO10
43181 53 IINF05
43182 5 MAT01
43183 88 IINF05
43184 72 INGIND35
43185 47 MAT01
43186 9 INF01
43187 44 MAT01
43188 3 FIS01
43189 92 INGIND35
43190 26 INGIND35
43191 62 INGIND35
43192 20 CHIM02
43193 13 FIS01
43194 86 FIS01
43195 93 INGIND35
43196 14 MED18
43197 59 IINF05
43198 67 IINF04
43199 38 INF01
43200 98 IINF05
43201 37 IINF04
43202 85 CHIM02
43203 89 MAT01
43204 91 BIO10
43205 97 CHIM02
43206 57 IINF04
43207 75 CHIM02
43208 76 FIS01
43209 38 IINF04
43210 52 FIS01
43211 49 BIO10
43212 93 INF01
43213 96 IINF05
43214 57 FIS01
43215 12 INF01
43216 10 AGR03
43217 35 INGIND35
43218 81 AGR03
43219 2 FIS01
43220 12 MED18
43221 54 AGR03
43222 75 MAT01
43223 8 IINF05
43224 98 MAT01
43225 47 MED18
43226 17 AGR03
43227 3 FIS01
43228 18 CHIM02
43229 100 MED18
43230 57 MED18
43231 77 MED18
43232 75 FIS01
43233 35 INF01
43234 97 MED18
43235 75 MED18
43236 73 IINF05
43237 65 MAT01
43238 28 FIS01
43239 9 MED18
43240 69 BIO10
43241 4 MAT01
43242 25 AGR03
43243 33 INGIND35
43244 67 MAT01
43245 45 IINF04
43246 18 MED18
43247 70 FIS01
43248 16 IINF05
43249 8 CHIM02
43250 60 BIO10
43251 70 MED18
43252 66 MED18
43253 85 IINF05
43254 83 FIS01
43255 23 INF01
43256 41 CHIM02
43257 12 AGR03
43258 80 MAT01
43259 57 IINF05
43260 44 MED18
43261 37 FIS01
43262 74 MED18
43263 3 MAT01
43264 58 INF01
43265 84 INGIND35
43266 20 MED18
43267 22 INGIND35
43268 89 IINF05
43269 3 MAT01
43270 26 FIS01
43271 87 CHIM02
43272 22 AGR03
43273 27 INF01
43274 3 MED18
43275 67 BIO10
43276 26 FIS01
43277 91 IINF04
43278 32 IINF04
43279 94 MAT01
43280 70 AGR03
43281 7 BIO10
43282 7 BIO10
43283 16 BIO10
43284 64 CHIM02
43285 20 INF01
43286 25 CHIM02
43287 3 INF01
43288 65 FIS01
43289 38 IINF05
43290 43 MAT01
43291 44 INGIND35
43292 41 IINF04
43293 37 MAT01
43294 53 FIS01
43295 67 CHIM02
43296 29 CHIM02
43297 7 INGIND35
43298 99 FIS01
43299 49 INGIND35
43300 21 INGIND35
43301 35 MED18
43302 60 MED18
43303 48 IINF04
43304 61 CHIM02
43305 59 IINF04
43306 45 FIS01
43307 64 AGR03
43308 94 AGR03
43309 16 MAT01
43310 8 FIS01
43311 42 INGIND35
43312 50 AGR03
43313 6 MAT01
43314 23 INF01
43315 60 MED18
43316 6 INGIND35
43317 67 INF01
43318 85 FIS01
43319 98 INF01
43320 2 INGIND35
43321 22 INF01
43322 72 MED18
43323 71 INGIND35
43324 73 MAT01
43325 30 IINF04
43326 80 FIS01
43327 34 BIO10
43328 86 BIO10
43329 93 MAT01
43330 91 FIS01
43331 37 CHIM02
43332 27 MAT01
43333 32 FIS01
43334 66 BIO10
43335 96 INF01
43336 86 FIS01
43337 19 MED18
43338 44 INGIND35
43339 100 MED18
43340 8 IINF04
43341 17 MED18
43342 57 BIO10
43343 47 BIO10
43344 68 MAT01
43345 83 CHIM02
43346 46 BIO10
43347 82 MED18
43348 46 CHIM02
43349 36 CHIM02
43350 9 MED18
43351 15 CHIM02
43352 27 CHIM02
43353 47 MAT01
43354 53 IINF05
43355 35 IINF05
43356 50 FIS01
43357 93 INF01
43358 91 FIS01
43359 33 MED18
43360 89 BIO10
43361 72 FIS01
43362 21 MAT01
43363 80 MAT01
43364 64 IINF04
43365 59 INGIND35
43366 19 IINF05
43367 94 IINF04
43368 60 CHIM02
43369 28 MAT01
43370 26 FIS01
43371 43 MAT01
43372 44 CHIM02
43373 100 MED18
43374 26 AGR03
43375 22 FIS01
43376 16 INF01
43377 48 IINF04
43378 7 FIS01
43379 89 AGR03
43380 72 AGR03
43381 90 INGIND35
43382 27 IINF05
43383 29 CHIM02
43384 99 INF01
43385 27 BIO10
43386 28 INF01
43387 35 IINF04
43388 18 INF01
43389 39 BIO10
43390 11 IINF05
43391 46 INF01
43392 79 BIO10
43393 31 MED18
43394 90 AGR03
43395 35 INGIND35
43396 1 IINF05
43397 80 MED18
43398 20 MED18
43399 14 IINF04
43400 57 IINF05
43401 32 CHIM02
43402 32 FIS01
43403 31 CHIM02
43404 75 MAT01
43405 85 IINF04
43406 70 CHIM02
43407 90 IINF05
43408 72 INF01
43409 64 IINF04
43410 97 INGIND35
43411 48 BIO10
43412 61 MAT01
43413 42 AGR03
43414 47 FIS01
43415 16 BIO10
43416 12 IINF04
43417 4 INGIND35
43418 26 IINF05
43419 98 CHIM02
43420 50 INF01
43421 29 AGR03
43422 86 INF01
43423 26 BIO10
43424 18 MAT01
43425 72 IINF04
43426 65 INF01
43427 56 IINF04
43428 29 CHIM02
43429 32 IINF04
43430 44 IINF04
43431 55 INGIND35
43432 68 MED18
43433 64 MAT01
43434 81 CHIM02
43435 64 FIS01
43436 77 MED18
43437 92 CHIM02
43438 67 MAT01
43439 48 AGR03
43440 18 IINF04
43441 67 FIS01
43442 70 IINF05
43443 100 INF01
43444 3 INGIND35
43445 10 MAT01
43446 90 CHIM02
43447 33 INF01
43448 48 IINF04
43449 38 FIS01
43450 18 MAT01
43451 56 INGIND35
43452 2 CHIM02
43453 75 MAT01
43454 88 CHIM02
43455 28 INF01
43456 86 BIO10
43457 26 MAT01
43458 31 IINF05
43459 93 FIS01
43460 49 BIO10
43461 28 MAT01
43462 27 AGR03
43463 46 MAT01
43464 69 INGIND35
43465 19 BIO10
43466 98 MAT01
43467 14 INF01
43468 43 INF01
43469 69 MAT01
43470 82 MAT01
43471 22 FIS01
43472 34 IINF04
43473 22 IINF05
43474 22 IINF05
43475 28 FIS01
43476 36 MED18
43477 6 MED18
43478 60 MED18
43479 35 CHIM02
43480 32 BIO10
43481 86 IINF05
43482 90 BIO10
43483 90 MED18
43484 43 MAT01
43485 100 CHIM02
43486 4 MAT01
43487 92 MAT01
43488 94 INF01
43489 6 INGIND35
43490 86 MAT01
43491 46 IINF04
43492 52 FIS01
43493 27 MED18
43494 65 AGR03
43495 1 INF01
43496 92 FIS01
43497 85 CHIM02
43498 92 CHIM02
43499 41 INF01
43500 76 BIO10
43501 96 IINF04
43502 2 IINF05
43503 97 BIO10
43504 24 MAT01
43505 53 BIO10
43506 99 INF01
43507 65 MED18
43508 25 IINF05
43509 45 INF01
43510 45 INF01
43511 78 AGR03
43512 24 IINF04
43513 42 IINF04
43514 7 BIO10
43515 41 INF01
43516 39 INGIND35
43517 80 BIO10
43518 24 INF01
43519 4 AGR03
43520 73 MED18
43521 10 FIS01
43522 8 MED18
43523 3 IINF04
43524 98 INGIND35
43525 10 IINF05
43526 47 BIO10
43527 68 BIO10
43528 10 INGIND35
43529 60 INF01
43530 97 FIS01
43531 47 MED18
43532 73 AGR03
43533 82 MED18
43534 55 IINF05
43535 18 FIS01
43536 87 AGR03
43537 37 BIO10
43538 92 IINF05
43539 37 IINF04
43540 6 BIO10
43541 51 AGR03
43542 57 INGIND35
43543 50 AGR03
43544 40 IINF04
43545 4 FIS01
43546 25 MED18
43547 3 MAT01
43548 70 INGIND35
43549 78 CHIM02
43550 35 MED18
43551 84 MAT01
43552 58 CHIM02
43553 1 BIO10
43554 47 MAT01
43555 22 CHIM02
43556 62 MAT01
43557 57 IINF04
43558 29 FIS01
43559 34 INF01
