8230 FIS01 8
48012 77 INGIND35
48013 38 INGIND35
48014 37 MED18
48015 8 IINF05
48016 2 INF01
48017 87 INGIND35
48018 72 INF01
48019 60 MAT01
48020 77 IINF04
48021 81 MAT01
48022 95 INGIND35
48023 64 AGR03
48024 70 FIS01
48025 72 IINF05
48026 36 INF01
48027 53 MAT01
48028 9 AGR03
48029 40 IINF04
48030 61 INF01
48031 80 IINF05
48032 77 IINF05
48033 82 MED18
48034 50 BIO10
48035 45 CHIM02
48036 26 IINF05
48037 79 CHIM02
48038 14 MAT01
48039 60 FIS01
48040 81 IINF05
48041 76 CHIM02
48042 37 MED18
48043 84 INGIND35
48044 54 INF01
48045 14 MED18
48046 4 FIS01
48047 65 MAT01
48048 50 BIO10
48049 69 MED18
48050 44 INF01
48051 17 CHIM02
48052 10 FIS01
48053 75 FIS01
48054 91 IINF05
48055 80 MAT01
48056 14 MAT01
48057 100 MAT01
48058 82 INGIND35
48059 15 AGR03
48060 81 FIS01
48061 1 AGR03
48062 52 IINF04
48063 62 AGR03
48064 67 IINF05
48065 67 IINF05
48066 89 INF01
48067 14 INF01
48068 13 AGR03
48069 38 IINF05
48070 86 INGIND35
48071 86 CHIM02
48072 80 FIS01
48073 49 MED18
48074 47 MED18
48075 7 INGIND35
48076 9 CHIM02
48077 53 BIO10
48078 35 FIS01
48079 9 BIO10
48080 37 BIO10
48081 2 FIS01
48082 45 INGIND35
48083 25 AGR03
48084 86 MED18
48085 92 INF01
48086 81 IINF04
48087 51 BIO10
48088 82 MED18
48089 83 INF01
48090 71 BIO10
48091 82 INF01
48092 47 IINF04
48093 85 FIS01
48094 17 INF01
48095 4 IINF04
48096 38 FIS01
48097 86 FIS01
48098 73 CHIM02
48099 5 IINF04
48100 34 BIO10
48101 96 MED18
48102 9 BIO10
48103 58 INF01
48104 28 MED18
48105 29 FIS01
48106 78 MAT01
48107 46 BIO10
48108 56 AGR03
48109 3 IINF04
48110 10 IINF05
48111 88 IINF05
48112 84 BIO10
48113 29 INGIND35
48114 43 IINF05
48115 18 BIO10
48116 54 MAT01
48117 63 IINF05
48118 19 IINF05
48119 74 MAT01
48120 18 AGR03
48121 46 MED18
48122 55 IINF05
48123 85 IINF04
48124 52 MED18
48125 90 BIO10
48126 64 BIO10
48127 22 AGR03
48128 89 IINF05
48129 75 AGR03
48130 62 IINF05
48131 20 FIS01
48132 41 MAT01
48133 6 FIS01
48134 55 MED18
48135 24 IINF05
48136 81 INF01
48137 26 INF01
48138 38 INGIND35
48139 45 AGR03
48140 54 IINF04
48141 94 MAT01
48142 17 MAT01
48143 56 INGIND35
48144 100 CHIM02
48145 45 INGIND35
48146 26 IINF05
48147 73 BIO10
48148 81 MED18
48149 74 MAT01
48150 66 INGIND35
48151 74 INF01
48152 93 IINF04
48153 13 INF01
48154 51 INGIND35
48155 39 INGIND35
48156 50 CHIM02
48157 51 AGR03
48158 4 MAT01
48159 26 IINF04
48160 92 MAT01
48161 4 MED18
48162 42 IINF04
48163 64 MED18
48164 27 AGR03
48165 97 INF01
48166 71 CHIM02
48167 49 MAT01
48168 35 INGIND35
48169 89 IINF05
48170 50 AGR03
48171 83 IINF05
48172 39 INF01
48173 85 BIO10
48174 83 INGIND35
48175 31 BIO10
48176 92 MED18
48177 92 AGR03
48178 10 FIS01
48179 100 BIO10
48180 69 BIO10
48181 66 IINF05
48182 62 CHIM02
48183 8 INF01
48184 49 MAT01
48185 69 INGIND35
48186 90 IINF05
48187 31 INF01
48188 80 IINF04
48189 35 AGR03
48190 38 AGR03
48191 62 MED18
48192 7 CHIM02
48193 49 INF01
48194 79 AGR03
48195 37 MED18
48196 38 IINF04
48197 7 INGIND35
48198 56 AGR03
48199 6 IINF04
48200 92 AGR03
48201 17 FIS01
48202 56 BIO10
48203 12 CHIM02
48204 8 BIO10
48205 2 AGR03
48206 88 IINF05
48207 16 IINF04
48208 94 IINF04
48209 81 BIO10
48210 45 INGIND35
48211 90 INF01
48212 80 INGIND35
48213 60 AGR03
48214 45 IINF05
48215 86 INGIND35
48216 64 BIO10
48217 54 MAT01
48218 94 MED18
48219 95 CHIM02
48220 56 MED18
48221 29 MED18
48222 79 MAT01
48223 93 AGR03
48224 31 CHIM02
48225 65 CHIM02
48226 21 FIS01
48227 49 IINF05
48228 18 INGIND35
48229 64 IINF05
48230 30 MAT01
48231 23 INF01
48232 60 FIS01
48233 16 INGIND35
48234 39 MAT01
48235 93 MAT01
48236 8 IINF04
48237 9 FIS01
48238 98 INF01
48239 84 INF01
48240 95 BIO10
48241 41 FIS01
48242 18 MED18
48243 2 INF01
48244 9 BIO10
48245 23 INF01
48246 14 INF01
48247 44 INGIND35
48248 100 BIO10
48249 12 CHIM02
48250 65 IINF05
48251 83 INF01
48252 49 AGR03
48253 47 INF01
48254 58 CHIM02
48255 57 AGR03
48256 47 AGR03
48257 97 CHIM02
48258 33 CHIM02
48259 60 MAT01
48260 88 FIS01
48261 6 INGIND35
48262 97 IINF04
48263 47 INF01
48264 72 BIO10
48265 60 IINF05
48266 17 AGR03
48267 96 MAT01
48268 87 INGIND35
48269 47 INGIND35
48270 23 INGIND35
48271 1 FIS01
48272 99 IINF05
48273 98 IINF04
48274 64 MAT01
48275 35 FIS01
48276 63 AGR03
48277 5 INF01
48278 73 IINF05
48279 14 FIS01
48280 4 FIS01
48281 78 IINF04
48282 79 IINF05
48283 62 MED18
48284 20 MED18
48285 29 MED18
48286 15 IINF04
48287 96 FIS01
48288 41 AGR03
48289 6 BIO10
48290 55 IINF04
48291 40 IINF05
48292 2 FIS01
48293 66 MAT01
48294 61 CHIM02
48295 73 BIO10
48296 47 IINF05
48297 63 BIO10
48298 39 INF01
48299 81 FIS01
48300 74 MAT01
48301 81 INF01
48302 47 AGR03
48303 85 IINF04
48304 4 AGR03
48305 21 AGR03
48306 91 MAT01
48307 58 CHIM02
48308 20 MED18
48309 76 BIO10
48310 36 CHIM02
48311 32 BIO10
48312 58 IINF04
48313 10 IINF04
48314 48 MED18
48315 23 MAT01
48316 32 CHIM02
48317 69 AGR03
48318 29 MED18
48319 92 BIO10
48320 52 FIS01
48321 96 MAT01
48322 86 CHIM02
48323 67 IINF05
48324 77 MAT01
48325 50 MAT01
48326 87 AGR03
48327 37 AGR03
48328 96 INF01
48329 86 MED18
48330 5 BIO10
48331 79 IINF05
48332 67 IINF04
48333 19 MED18
48334 57 AGR03
48335 100 FIS01
48336 84 FIS01
48337 65 MED18
48338 12 MAT01
48339 82 MED18
48340 80 INF01
48341 90 AGR03
48342 90 IINF05
48343 28 FIS01
48344 9 INGIND35
48345 15 MAT01
48346 15 MAT01
48347 66 INGIND35
48348 27 INGIND35
48349 78 INF01
48350 39 INGIND35
48351 38 AGR03
48352 36 INF01
48353 87 INF01
48354 89 INGIND35
48355 61 MAT01
48356 87 MED18
48357 11 IINF04
48358 56 AGR03
48359 71 INF01
48360 42 AGR03
48361 33 IINF05
48362 11 INGIND35
48363 5 AGR03
48364 42 INGIND35
48365 34 MAT01
48366 34 MAT01
48367 59 IINF04
48368 44 AGR03
48369 50 INGIND35
48370 2 IINF05
48371 75 INGIND35
48372 2 MAT01
48373 88 IINF05
48374 22 BIO10
48375 45 INF01
48376 64 IINF05
48377 74 MAT01
48378 54 IINF05
48379 84 IINF04
48380 8 BIO10
48381 88 MED18
48382 68 CHIM02
48383 12 BIO10
48384 77 BIO10
48385 54 INF01
48386 12 INGIND35
48387 55 FIS01
48388 54 FIS01
48389 58 MED18
48390 77 CHIM02
48391 64 IINF05
48392 61 AGR03
48393 25 AGR03
48394 48 INGIND35
48395 4 INGIND35
48396 40 AGR03
48397 15 IINF04
48398 38 CHIM02
48399 79 MED18
48400 43 MED18
48401 17 IINF04
48402 90 IINF05
48403 80 INF01
48404 43 AGR03
48405 77 IINF05
48406 29 MAT01
48407 30 IINF04
48408 25 CHIM02
48409 11 IINF05
48410 25 INGIND35
48411 98 IINF04
48412 15 CHIM02
48413 66 INGIND35
48414 53 BIO10
48415 45 IINF05
48416 46 INF01
48417 87 MED18
48418 49 BIO10
48419 88 CHIM02
48420 18 AGR03
48421 66 BIO10
48422 56 IINF05
48423 64 IINF04
48424 44 CHIM02
48425 97 CHIM02
48426 1 AGR03
48427 4 CHIM02
48428 72 INF01
48429 31 MED18
48430 82 MAT01
48431 54 MAT01
48432 7 AGR03
48433 25 IINF05
48434 66 BIO10
48435 86 MED18
48436 41 INF01
48437 29 CHIM02
48438 9 MAT01
48439 78 INGIND35
48440 58 CHIM02
48441 62 INF01
48442 63 INGIND35
48443 24 MAT01
48444 19 CHIM02
48445 83 BIO10
48446 37 IINF05
48447 86 BIO10
48448 4 AGR03
48449 33 CHIM02
48450 94 AGR03
48451 75 MAT01
48452 44 CHIM02
48453 57 INGIND35
48454 31 CHIM02
48455 100 IINF05
48456 20 FIS01
48457 18 IINF05
48458 32 AGR03
48459 58 AGR03
48460 41 MAT01
48461 78 MAT01
48462 18 AGR03
48463 35 INGIND35
48464 6 INGIND35
48465 88 MED18
48466 61 MED18
48467 65 FIS01
48468 35 MAT01
48469 84 MED18
48470 40 IINF05
48471 80 BIO10
48472 42 FIS01
48473 91 FIS01
48474 47 IINF05
48475 70 MAT01
48476 98 INGIND35
48477 35 IINF04
48478 38 IINF04
48479 42 IINF05
48480 45 MED18
48481 65 CHIM02
48482 48 CHIM02
48483 34 FIS01
48484 71 INF01
48485 16 INGIND35
48486 57 MED18
48487 15 FIS01
48488 30 FIS01
48489 13 MED18
48490 54 FIS01
48491 16 MED18
48492 100 INGIND35
48493 90 IINF04
48494 51 INF01
48495 57 CHIM02
48496 41 AGR03
48497 17 INF01
48498 3 INF01
48499 96 MAT01
48500 58 FIS01
48501 77 FIS01
48502 72 CHIM02
48503 55 IINF04
48504 91 BIO10
48505 38 INF01
48506 6 MAT01
48507 22 MED18
48508 58 INF01
48509 60 FIS01
48510 30 CHIM02
48511 33 FIS01
48512 35 FIS01
48513 21 INF01
48514 19 AGR03
48515 90 IINF04
48516 88 IINF04
48517 51 IINF04
48518 12 AGR03
48519 82 INF01
48520 39 INGIND35
48521 39 CHIM02
48522 59 MAT01
48523 4 IINF04
48524 56 MAT01
48525 5 IINF05
48526 70 IINF04
48527 62 IINF04
48528 17 MED18
48529 64 MED18
48530 74 IINF05
48531 41 IINF05
48532 89 INF01
48533 71 BIO10
48534 81 AGR03
48535 96 FIS01
48536 52 MED18
48537 28 MAT01
48538 39 IINF05
48539 24 INGIND35
48540 21 IINF04
48541 33 INF01
48542 79 FIS01
48543 26 IINF05
48544 99 FIS01
48545 7 IINF04
48546 80 FIS01
48547 86 IINF05
48548 72 MAT01
48549 76 FIS01
48550 72 IINF05
48551 41 IINF05
48552 96 IINF05
48553 94 AGR03
48554 69 IINF04
48555 72 MAT01
48556 49 MAT01
48557 50 CHIM02
48558 66 MED18
48559 29 MAT01
48560 89 MAT01
48561 98 INGIND35
48562 44 CHIM02
48563 39 INGIND35
48564 54 MAT01
48565 71 IINF05
48566 7 IINF04
48567 62 MED18
48568 1 CHIM02
48569 40 IINF04
48570 34 FIS01
48571 45 IINF04
48572 14 MED18
48573 56 INF01
48574 87 MAT01
48575 49 CHIM02
48576 45 CHIM02
48577 32 MED18
48578 64 IINF04
48579 50 CHIM02
48580 78 MED18
48581 90 INGIND35
48582 18 IINF05
48583 33 INGIND35
48584 14 CHIM02
48585 78 CHIM02
48586 18 MED18
48587 12 MED18
48588 55 INGIND35
48589 51 IINF04
48590 83 IINF05
48591 79 MED18
48592 59 CHIM02
48593 9 INGIND35
48594 70 IINF04
48595 70 MAT01
48596 93 BIO10
48597 49 INGIND35
48598 37 FIS01
48599 15 INGIND35
48600 79 MAT01
48601 85 IINF04
48602 90 IINF04
48603 2 IINF05
48604 10 IINF05
48605 81 MED18
48606 40 AGR03
48607 36 AGR03
48608 50 INGIND35
48609 13 IINF04
48610 84 CHIM02
48611 1 INF01
48612 14 IINF05
48613 89 IINF05
48614 9 MED18
48615 93 INF01
48616 44 MED18
48617 19 IINF05
48618 93 CHIM02
48619 98 MAT01
48620 85 FIS01
48621 62 INGIND35
48622 78 INGIND35
48623 69 FIS01
48624 33 AGR03
48625 15 MAT01
48626 53 IINF05
48627 94 INGIND35
48628 99 MAT01
48629 7 INF01
48630 61 FIS01
48631 100 INF01
48632 24 AGR03
48633 68 INF01
48634 91 BIO10
48635 81 IINF05
48636 22 INGIND35
48637 14 MED18
48638 29 CHIM02
48639 57 IINF05
48640 26 FIS01
48641 28 IINF04
48642 33 FIS01
48643 52 INGIND35
48644 25 AGR03
48645 88 INGIND35
48646 65 INF01
48647 67 MED18
48648 30 MAT01
48649 1 MED18
48650 68 FIS01
48651 63 BIO10
48652 67 INF01
48653 56 FIS01
48654 76 BIO10
48655 19 BIO10
48656 99 CHIM02
48657 53 BIO10
48658 31 CHIM02
48659 50 INGIND35
48660 73 INGIND35
48661 5 BIO10
48662 94 FIS01
48663 11 AGR03
48664 52 INGIND35
48665 69 BIO10
48666 20 MAT01
48667 84 MED18
48668 53 MED18
48669 38 AGR03
48670 52 MED18
48671 3 CHIM02
48672 61 AGR03
48673 97 BIO10
48674 97 CHIM02
48675 65 CHIM02
48676 55 BIO10
48677 30 MAT01
48678 31 IINF04
48679 97 BIO10
48680 55 AGR03
48681 25 CHIM02
48682 52 FIS01
48683 53 BIO10
48684 100 CHIM02
48685 26 MAT01
48686 4 BIO10
48687 87 MED18
48688 63 CHIM02
48689 15 MAT01
48690 89 MAT01
48691 75 AGR03
48692 99 CHIM02
48693 76 BIO10
48694 86 FIS01
48695 39 INGIND35
48696 93 INF01
48697 47 BIO10
48698 2 MED18
48699 68 INGIND35
48700 95 AGR03
48701 44 CHIM02
48702 77 IINF05
48703 43 FIS01
48704 77 IINF04
48705 22 INF01
48706 94 INF01
48707 91 BIO10
48708 31 INF01
48709 49 BIO10
48710 37 AGR03
48711 77 CHIM02
48712 55 INGIND35
48713 31 INF01
48714 49 BIO10
48715 39 CHIM02
48716 73 MAT01
48717 91 INF01
48718 56 INGIND35
48719 10 IINF05
48720 89 BIO10
48721 69 CHIM02
48722 26 AGR03
48723 76 IINF04
48724 57 IINF05
48725 54 AGR03
48726 81 CHIM02
48727 1 AGR03
48728 95 AGR03
48729 10 IINF05
48730 85 MAT01
48731 9 MED18
48732 63 IINF05
48733 97 FIS01
48734 2 FIS01
48735 67 FIS01
48736 39 AGR03
48737 3 MED18
48738 70 BIO10
48739 47 INF01
48740 24 BIO10
48741 34 INF01
48742 59 INGIND35
48743 80 INF01
48744 61 BIO10
48745 75 AGR03
48746 19 MED18
48747 38 FIS01
48748 36 AGR03
48749 29 MED18
48750 69 BIO10
48751 84 CHIM02
48752 29 INGIND35
48753 87 IINF04
48754 19 MAT01
48755 22 AGR03
48756 59 IINF05
48757 61 MED18
48758 75 CHIM02
48759 16 BIO10
48760 82 FIS01
48761 91 MAT01
48762 73 MED18
48763 38 AGR03
48764 71 INGIND35
48765 69 MAT01
48766 55 FIS01
48767 100 INF01
48768 71 INF01
48769 28 INF01
48770 76 IINF05
48771 31 MED18
48772 63 MAT01
48773 25 CHIM02
48774 10 INF01
48775 69 FIS01
48776 93 MAT01
48777 52 AGR03
48778 65 MED18
48779 25 IINF05
48780 20 INF01
48781 63 INGIND35
48782 75 MED18
48783 79 MAT01
48784 35 CHIM02
48785 63 MED18
48786 55 BIO10
48787 55 INF01
48788 4 CHIM02
48789 66 AGR03
48790 47 IINF05
48791 54 CHIM02
48792 92 IINF05
48793 17 IINF05
48794 25 MED18
48795 64 IINF05
48796 73 CHIM02
48797 79 IINF04
48798 67 BIO10
48799 80 BIO10
48800 39 MAT01
48801 51 MAT01
48802 3 BIO10
48803 70 FIS01
48804 26 AGR03
48805 62 FIS01
48806 53 MAT01
48807 54 INGIND35
48808 10 FIS01
48809 1 IINF05
48810 65 MED18
48811 24 MED18
48812 83 IINF04
48813 85 AGR03
48814 41 AGR03
48815 11 MED18
48816 93 MED18
48817 33 MED18
48818 65 INF01
48819 91 INF01
48820 54 FIS01
48821 15 INF01
48822 73 INF01
48823 79 IINF04
48824 23 FIS01
48825 28 INGIND35
48826 18 IINF04
48827 55 IINF04
48828 77 BIO10
48829 67 INF01
48830 70 INF01
48831 54 IINF05
48832 56 CHIM02
48833 68 MED18
48834 58 BIO10
48835 83 MAT01
48836 41 MED18
48837 53 MED18
48838 52 MAT01
48839 95 IINF05
48840 19 IINF04
48841 41 IINF05
48842 26 MED18
48843 22 INGIND35
48844 37 IINF05
48845 68 MED18
48846 40 FIS01
48847 13 AGR03
48848 15 IINF04
48849 26 INGIND35
48850 74 CHIM02
48851 18 IINF05
48852 78 IINF05
48853 20 CHIM02
48854 68 AGR03
48855 95 INF01
48856 24 BIO10
48857 87 CHIM02
48858 20 IINF04
48859 48 BIO10
48860 56 AGR03
48861 8 INGIND35
48862 69 INF01
48863 86 IINF04
48864 13 IINF04
48865 66 INGIND35
48866 72 CHIM02
48867 9 BIO10
48868 81 BIO10
48869 15 IINF04
48870 67 INGIND35
48871 44 IINF04
48872 98 CHIM02
48873 15 MED18
48874 3 IINF05
48875 60 IINF04
48876 18 INGIND35
48877 25 INF01
48878 19 AGR03
48879 73 IINF04
48880 68 INGIND35
48881 88 BIO10
48882 93 IINF05
48883 19 MAT01
48884 39 IINF05
48885 100 INGIND35
48886 62 IINF04
48887 8 INGIND35
48888 18 CHIM02
48889 84 CHIM02
48890 4 IINF05
48891 82 BIO10
48892 61 MAT01
48893 4 FIS01
48894 77 MAT01
48895 93 MAT01
48896 57 CHIM02
48897 94 BIO10
48898 15 INF01
48899 40 IINF04
48900 92 AGR03
48901 70 MED18
48902 19 FIS01
48903 56 IINF04
48904 90 INF01
48905 35 INGIND35
48906 45 INF01
48907 85 IINF05
48908 45 BIO10
48909 12 CHIM02
48910 23 CHIM02
48911 18 MED18
48912 32 CHIM02
48913 14 FIS01
48914 91 INGIND35
48915 75 MED18
48916 84 FIS01
48917 3 AGR03
48918 48 IINF05
48919 47 MED18
48920 62 MED18
48921 83 IINF04
48922 90 IINF04
48923 88 AGR03
48924 28 IINF04
48925 25 CHIM02
48926 52 MAT01
48927 57 MAT01
48928 53 INF01
48929 48 INGIND35
48930 47 INF01
48931 72 IINF05
48932 82 MED18
48933 97 AGR03
48934 53 INF01
48935 44 IINF05
48936 43 CHIM02
48937 9 IINF05
48938 72 AGR03
48939 91 MAT01
48940 65 MED18
48941 71 AGR03
48942 4 CHIM02
48943 19 INGIND35
48944 67 MED18
48945 56 AGR03
48946 92 AGR03
48947 5 MAT01
48948 80 INF01
48949 63 INGIND35
48950 15 INF01
48951 16 AGR03
48952 28 INF01
48953 79 INF01
48954 88 MED18
48955 93 INF01
48956 80 INF01
48957 78 MED18
48958 3 IINF04
48959 67 INF01
48960 50 IINF05
48961 91 FIS01
48962 70 IINF04
48963 72 IINF05
48964 72 BIO10
48965 10 IINF04
48966 80 BIO10
48967 65 MAT01
48968 53 MAT01
48969 86 INGIND35
48970 7 IINF05
48971 34 BIO10
48972 34 INF01
48973 81 INF01
48974 85 INF01
48975 30 AGR03
48976 1 AGR03
48977 82 AGR03
48978 48 IINF05
48979 5 FIS01
48980 92 IINF04
48981 92 IINF05
48982 70 MAT01
48983 10 BIO10
48984 49 INF01
48985 39 MED18
48986 43 INGIND35
48987 64 BIO10
48988 84 MED18
48989 97 FIS01
48990 60 IINF04
48991 4 IINF05
48992 77 IINF04
48993 36 IINF04
48994 60 INGIND35
48995 39 FIS01
48996 52 AGR03
48997 14 MED18
48998 54 AGR03
48999 71 MAT01
49000 45 IINF05
49001 3 CHIM02
49002 34 IINF05
49003 4 MAT01
49004 28 IINF05
49005 81 BIO10
49006 93 INF01
49007 74 INGIND35
49008 29 MAT01
49009 83 INF01
49010 44 FIS01
49011 12 IINF04
49012 68 AGR03
49013 60 INGIND35
49014 66 AGR03
49015 37 BIO10
49016 85 BIO10
49017 99 INF01
49018 8 INGIND35
49019 80 MAT01
49020 72 INF01
49021 81 BIO10
49022 92 FIS01
49023 25 BIO10
49024 97 MAT01
49025 30 IINF04
49026 88 INF01
49027 83 FIS01
49028 83 IINF04
49029 39 FIS01
49030 8 MED18
49031 47 MAT01
49032 47 BIO10
49033 6 INGIND35
49034 65 INF01
49035 16 INF01
49036 34 IINF05
49037 65 BIO10
49038 43 IINF04
49039 83 IINF05
49040 97 IINF04
49041 48 IINF05
49042 3 MAT01
49043 63 INF01
49044 95 IINF04
49045 16 AGR03
49046 49 AGR03
49047 1 MAT01
49048 84 INF01
49049 97 IINF04
49050 56 MED18
49051 84 MED18
49052 61 INGIND35
49053 79 INGIND35
49054 38 FIS01
49055 5 FIS01
49056 14 IINF05
49057 46 BIO10
49058 35 FIS01
49059 66 IINF04
49060 83 IINF05
49061 28 INF01
49062 15 MED18
49063 5 IINF04
49064 24 MED18
49065 34 AGR03
49066 81 MAT01
49067 33 MED18
49068 49 CHIM02
49069 45 MED18
49070 87 INF01
49071 73 FIS01
49072 32 BIO10
49073 88 AGR03
49074 3 BIO10
49075 70 BIO10
49076 17 AGR03
49077 79 AGR03
49078 35 INGIND35
49079 60 IINF04
49080 61 IINF05
49081 70 INGIND35
49082 84 BIO10
49083 93 INGIND35
49084 48 IINF05
49085 55 CHIM02
49086 27 BIO10
49087 64 BIO10
49088 76 INGIND35
49089 51 INGIND35
49090 82 INGIND35
49091 40 INGIND35
49092 55 CHIM02
49093 40 MED18
49094 33 IINF04
49095 16 INGIND35
49096 36 BIO10
49097 63 AGR03
49098 19 FIS01
49099 99 MED18
49100 10 BIO10
49101 79 MAT01
49102 67 BIO10
49103 48 IINF05
49104 25 CHIM02
49105 82 FIS01
49106 31 INGIND35
49107 29 INF01
49108 35 MED18
49109 84 AGR03
49110 65 IINF05
49111 53 BIO10
49112 61 IINF04
49113 56 FIS01
49114 35 IINF05
49115 62 CHIM02
49116 21 INGIND35
49117 47 INGIND35
49118 58 MAT01
49119 76 INGIND35
49120 30 MED18
49121 88 BIO10
49122 66 AGR03
49123 73 MAT01
49124 94 IINF04
49125 48 IINF04
49126 86 CHIM02
49127 44 MED18
49128 15 MED18
49129 73 FIS01
49130 18 IINF04
49131 42 FIS01
49132 21 BIO10
49133 26 INGIND35
49134 62 CHIM02
49135 62 MED18
49136 28 BIO10
49137 46 INF01
49138 17 INGIND35
49139 94 INF01
49140 3 IINF04
49141 74 MED18
49142 38 BIO10
49143 95 IINF05
49144 90 IINF04
49145 84 INF01
49146 76 MAT01
49147 83 INGIND35
49148 32 INGIND35
49149 85 MAT01
49150 12 BIO10
49151 13 AGR03
49152 3 CHIM02
49153 20 IINF05
49154 99 CHIM02
49155 52 IINF04
49156 29 FIS01
49157 100 FIS01
49158 76 AGR03
49159 5 INF01
49160 6 INGIND35
49161 77 MED18
49162 16 INF01
49163 11 BIO10
49164 82 MAT01
49165 93 IINF04
49166 99 INF01
49167 81 MED18
49168 47 IINF05
49169 73 IINF05
49170 24 AGR03
49171 26 INGIND35
49172 68 IINF05
49173 79 MAT01
49174 80 MED18
49175 57 MAT01
49176 24 MAT01
49177 94 BIO10
49178 60 MAT01
49179 4 CHIM02
49180 15 BIO10
49181 13 CHIM02
49182 46 IINF05
49183 98 FIS01
49184 54 IINF04
49185 75 FIS01
49186 87 IINF05
49187 82 INGIND35
49188 25 INF01
49189 26 CHIM02
49190 49 INF01
49191 46 BIO10
49192 23 INGIND35
49193 63 IINF04
49194 27 FIS01
49195 50 IINF05
49196 23 IINF04
49197 97 FIS01
49198 25 IINF05
49199 96 IINF04
49200 20 AGR03
49201 14 IINF05
49202 57 BIO10
49203 47 AGR03
49204 41 INF01
49205 6 IINF05
49206 88 IINF05
49207 71 FIS01
49208 30 IINF04
49209 83 INGIND35
49210 76 INF01
49211 19 MED18
49212 46 MAT01
49213 3 CHIM02
49214 76 AGR03
49215 35 MED18
49216 44 FIS01
49217 9 IINF05
49218 70 CHIM02
49219 63 CHIM02
49220 77 IINF05
49221 38 MAT01
49222 78 IINF05
49223 53 INF01
49224 45 CHIM02
49225 82 IINF05
49226 84 INF01
49227 95 INGIND35
49228 24 IINF05
49229 22 IINF05
49230 4 MED18
49231 50 IINF04
49232 36 MAT01
49233 98 BIO10
49234 41 INF01
49235 4 MAT01
49236 90 BIO10
49237 83 FIS01
49238 64 CHIM02
49239 36 MAT01
49240 84 INF01
49241 73 AGR03
49242 21 MED18
49243 44 MAT01
49244 28 IINF04
49245 35 IINF04
49246 72 IINF05
49247 18 FIS01
49248 95 MED18
49249 19 IINF05
49250 94 MED18
49251 5 MAT01
49252 6 AGR03
49253 86 IINF04
49254 53 IINF05
49255 28 MED18
49256 68 AGR03
49257 83 IINF04
49258 79 CHIM02
49259 98 IINF05
49260 36 FIS01
49261 99 MED18
49262 69 IINF04
49263 8 CHIM02
49264 59 FIS01
49265 59 IINF04
49266 64 AGR03
49267 9 INGIND35
49268 24 IINF04
49269 68 BIO10
49270 8 INGIND35
49271 74 CHIM02
49272 12 INGIND35
49273 34 IINF05
49274 9 BIO10
49275 41 IINF04
49276 69 BIO10
49277 78 CHIM02
49278 21 MED18
49279 45 FIS01
49280 32 MAT01
49281 2 AGR03
49282 11 IINF04
49283 3 INF01
49284 57 IINF04
49285 74 IINF05
49286 34 MAT01
49287 14 MED18
49288 73 BIO10
49289 5 IINF05
49290 15 INGIND35
49291 69 MED18
49292 49 CHIM02
49293 92 CHIM02
49294 94 MAT01
49295 42 IINF05
49296 25 CHIM02
49297 10 IINF04
49298 7 BIO10
49299 77 BIO10
49300 92 AGR03
49301 76 IINF04
49302 68 CHIM02
49303 5 FIS01
49304 73 IINF04
49305 53 CHIM02
49306 31 IINF05
49307 65 MED18
49308 65 IINF05
49309 83 INF01
49310 92 INF01
49311 30 BIO10
49312 61 INGIND35
49313 92 IINF04
49314 5 IINF04
49315 26 INF01
49316 82 MAT01
49317 33 CHIM02
49318 68 INGIND35
49319 61 AGR03
49320 90 IINF05
49321 85 BIO10
49322 24 IINF04
49323 76 MAT01
49324 35 IINF04
49325 88 IINF05
49326 47 IINF05
49327 67 FIS01
49328 9 MAT01
49329 14 INF01
49330 35 MED18
49331 82 CHIM02
49332 98 CHIM02
49333 17 INF01
49334 17 INF01
49335 40 MED18
49336 98 MAT01
49337 64 IINF04
49338 95 INGIND35
49339 77 AGR03
49340 34 AGR03
49341 9 MAT01
49342 45 MAT01
49343 98 BIO10
49344 72 INF01
49345 62 INGIND35
49346 5 MED18
49347 99 INGIND35
49348 100 MED18
49349 95 CHIM02
49350 68 INF01
49351 51 MAT01
49352 80 INF01
49353 1 AGR03
49354 24 FIS01
49355 5 IINF04
49356 58 BIO10
49357 16 AGR03
49358 71 AGR03
49359 6 MAT01
49360 80 IINF05
49361 37 FIS01
49362 42 MED18
49363 53 FIS01
49364 84 CHIM02
49365 76 IINF05
49366 14 MED18
49367 19 MED18
49368 77 MAT01
49369 75 AGR03
49370 42 BIO10
49371 71 IINF05
49372 11 MED18
49373 42 MAT01
49374 6 INF01
49375 1 IINF05
49376 2 IINF05
49377 35 CHIM02
49378 47 CHIM02
49379 43 FIS01
49380 50 IINF04
49381 15 MED18
49382 32 IINF04
49383 85 INGIND35
49384 76 MED18
49385 78 BIO10
49386 24 IINF04
49387 26 AGR03
49388 95 INF01
49389 54 INGIND35
49390 33 FIS01
49391 8 BIO10
49392 41 BIO10
49393 53 IINF05
49394 14 IINF05
49395 16 IINF04
49396 32 BIO10
49397 95 BIO10
49398 11 AGR03
49399 53 MAT01
49400 74 MED18
49401 25 IINF05
49402 98 IINF04
49403 8 MED18
49404 81 BIO10
49405 24 FIS01
49406 4 MED18
49407 31 INF01
49408 43 IINF04
49409 83 MED18
49410 75 INF01
49411 54 BIO10
49412 92 MAT01
49413 59 INGIND35
